5,Sample,Unit,Unit2,Type,Date,LAICPMS file name,Mineral,Laser spot number,Final spot reference,Zone,Zircon Name,Spot size (?m),Frequency (Hz),Fluence (J/cm2),Method,Number of slices,Date Interpretation,2s uncertainty,Ext unc,Filter,WREu/Eu*,WR_SiO2,WR_MgO,WR_Zr,207Pb/235U,207Pb/235U _2s.,206Pb/238U,206Pb/238U_2s.,Rho,207Pb/206Pb,207Pb/206Pb_2s.,Date_207Pb/235U (Ma),Date_207Pb/235U_2s. (Ma),Date206Pb238UMa,Date206Pb238U2s,Date_207Pb/206Pb (Ma),Date_207Pb/206Pb_2s. (Ma),Al27_ppm,Si28_ppm,P31_ppm,Ca43_ppm,Ti49_ppm,V51_ppm,Fe57_ppm,Y89_ppm,Zr91_ppm,Nb93_ppm,Ba137_ppm,La139_ppm,Ce140_ppm,Pr141_ppm,Nd145_ppm,Sm147_ppm,Eu151_ppm,Gd157_ppm,Tb159_ppm,Dy163_ppm,Ho165_ppm,Er167_ppm,Tm169_ppm,Yb173_ppm,Lu175_ppm,Hf177_ppm,Ta181_ppm,Pb206_ppm,Th232_ppm,U238_ppm,Al27_2s._ppm,P31_2s._ppm,Ca43_2s._ppm,Ti49_2s._ppm,V51_2s._ppm,Fe57_2s._ppm,Y89_2s._ppm,Zr91_2s._ppm,Nb93_2s._ppm,Ba137_2s._ppm,La139_2s._ppm,Ce140_2s._ppm,Pr141_2s._ppm,Nd145_2s._ppm,Sm147_2s._ppm,Eu151_2s._ppm,Gd157_2s._ppm,Tb159_2s._ppm,Dy163_2s._ppm,Ho165_2s._ppm,Er167_2s._ppm,Tm169_2s._ppm,Yb173_2s._ppm,Lu175_2s._ppm,Hf177_2s._ppm,Ta181_2s._ppm,Pb206_2s._ppm,Th232_2s._ppm,U238_2s._ppm,Al27_LOD_ppm,P31_LOD_ppm,Ca43_LOD_ppm,Ti49_LOD_ppm,V51_LOD_ppm,Fe57_LOD_ppm,Y89_LOD_ppm,Zr91_LOD_ppm,Nb93_LOD_ppm,Ba137_LOD_ppm,La139_LOD_ppm,Ce140_LOD_ppm,Pr141_LOD_ppm,Nd145_LOD_ppm,Sm147_LOD_ppm,Eu151_LOD_ppm,Gd157_LOD_ppm,Tb159_LOD_ppm,Dy163_LOD_ppm,Ho165_LOD_ppm,Er167_LOD_ppm,Tm169_LOD_ppm,Yb173_LOD_ppm,Lu175_LOD_ppm,Hf177_LOD_ppm,Ta181_LOD_ppm,Pb206_LOD_ppm,Th232_LOD_ppm,U238_LOD_ppm
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_338_QVC19CN060_3_13,Zrc,QVC19CN060_3_13,190913_338_QVC19CN060_3_13_Zrc,Core,60-6,30,10,3.5,LODE_zrc,15,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.062,0.013,0.00881,0.00047,0.19891,0.051,0.011,61,13,56.5,3,140,390,135,153000,245,<420,4.04,0.288,8.3,1058,481000,2.87,0.24,0.037,32.1,0.079,1.43,3.34,0.99,19.7,6.5,82.7,31.1,159.8,35.8,341,75.5,12270,0.784,7.7,167.3,222.1,72,16,<420,0.86,0.094,4.4,47,19000,0.17,0.17,0.017,1.3,0.022,0.42,0.51,0.1,1.7,0.33,5,1.7,8.4,1.7,19,4.3,480,0.075,0.47,8.3,5.6,1.1,18,420,0.84,0.089,8.2,0.013,0.089,0.011,0.05,0.0062,0.013,0.0074,0.12,0.093,0.02,0.053,0.012,0.049,0.013,0.053,0.012,0.09,0.0047,0.077,0.013,0.054,0.015,0.011
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_448_QVC19CN060_6_27,Zrc,QVC19CN060_6_27,190913_448_QVC19CN060_6_27_Zrc,,,30,10,3.5,LODE_zrc,37,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.064,0.011,0.0086,0.00034,-0.04592,0.0547,0.009,62,10,55.2,2.1,290,350,23,153000,196,<290,4.06,0.093,<4.8,982,496300,2.139,<0.046,<0.0053,25.28,0.053,0.88,2.83,0.88,16.76,5.51,74.1,28.84,153.3,33.21,338.5,75.1,12470,0.618,6.3,118.1,189.7,3.8,12,<290,0.4,0.043,<4.8,10,7800,0.094,<0.046,<0.0053,0.52,0.011,0.22,0.31,0.1,0.68,0.19,1.7,0.54,3.6,0.68,7.4,1.4,200,0.05,0.31,7.9,5.3,0.75,12,290,0.56,0.053,4.8,0.0062,0.034,0.0069,0.046,0.0053,0.0079,0.003,0.074,0.047,0.016,0.054,0.007,0.022,0.0074,0.05,0.006,0.027,0.0082,0.022,0.0041,0.027,0.012,0.0059
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_442_QVC19CN060_6_22,Zrc,QVC19CN060_6_22,190913_442_QVC19CN060_6_22_Zrc,,,30,10,3.5,LODE_zrc,16,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.051,0.019,0.00832,0.0006,0.43996,0.044,0.016,49,19,53.4,3.8,-210,610,1.26,153000,224,<380,4.06,0.094,<6.9,665,514000,0.88,<0.1,<0.0054,13.15,0.067,1.2,2.7,0.9,12.53,4.04,48.2,18.53,101.9,22.9,234.3,54.9,12610,0.328,3.66,49.9,117.1,0.87,23,<380,0.65,0.047,<6.9,10,13000,0.12,<0.1,<0.0054,0.43,0.016,0.32,0.47,0.1,0.78,0.21,1.4,0.33,3.3,0.83,6.2,1.9,420,0.073,0.21,2,4,0.97,15,380,0.71,0.081,6.9,0.011,0.17,0.011,0.1,0.0054,0.014,0.0052,0.1,0.059,0.02,0.046,0.0091,0.059,0.01,0.053,0.011,0.061,0.011,0.071,0.011,0.045,0.019,0.01
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_366_QVC19CN060_3_31,Zrc,QVC19CN060_3_31,190913_366_QVC19CN060_3_31_Zrc,,,30,10,3.5,LODE_zrc,47,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0627,0.008,0.00893,0.00022,-0.15355,0.0518,0.0068,61.4,7.6,57.3,1.4,160,260,203,153000,341,<300,4.08,0.558,423,1163,492400,1.97,0.103,0.0079,25.5,0.1,1.89,4,1.46,23.7,7.31,91.3,33.9,173,37.4,373,82.3,11820,0.571,8.68,156,249,29,13,<300,0.59,0.073,49,96,9800,0.19,0.06,0.004,1.9,0.021,0.41,0.67,0.21,3,0.83,9.2,2.9,12,2.3,23,3.5,200,0.058,0.37,12,11,0.76,12,300,0.57,0.054,4.7,0.0058,0.11,0.0016,0.054,0.0061,0.0082,0.0032,0.06,0.034,0.003,0.032,0.0067,0.031,0.0058,0.029,0.0014,0.056,0.0072,0.02,0.0047,0.031,0.0022,0.0067
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_427_QVC19CN060_6_10,Zrc,QVC19CN060_6_10,190913_427_QVC19CN060_6_10_Zrc,Core,60-18,30,10,3.5,LODE_zrc,37,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0566,0.0088,0.00854,0.00034,-0.096321,0.0479,0.0076,55.6,8.4,54.8,2.2,80,330,<0.82,153000,229,<330,4.09,0.132,<5.7,780,470800,1.4,<0.073,0.009,18.7,0.063,1.35,2.45,0.837,14.09,4.52,57.8,22.07,116.9,25.74,261.4,60,11460,0.437,5.65,116.7,163.7,<0.82,13,<330,0.48,0.05,<5.7,18,8000,0.11,<0.073,0.0047,0.64,0.01,0.28,0.29,0.083,0.96,0.19,2,0.62,3.4,0.52,6,1.2,170,0.048,0.24,6,5.3,0.82,13,330,0.6,0.06,5.7,0.0022,0.15,0.0021,0.073,0.0049,0.011,0.0046,0.023,0.067,0.016,0.066,0.0071,0.019,0.0067,0.036,0.0079,0.062,0.011,0.042,0.0064,0.038,0.014,0.0077
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_354_QVC19CN060_3_26,Zrc,QVC19CN060_3_26,190913_354_QVC19CN060_3_26_Zrc,,,30,10,3.5,LODE_zrc,41,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.07,0.012,0.00905,0.00044,-0.10053,0.057,0.01,68,11,58.1,2.8,250,370,<0.85,153000,174,<330,4.11,0.059,<5.8,481.1,478600,1.022,<0.02,0.0141,12.7,0.034,0.66,1.16,0.454,7.24,2.52,34.31,14.1,76.5,17.64,185.3,44.16,12120,0.387,4.22,55.1,115,<0.85,15,<330,0.8,0.043,<5.8,9.9,7600,0.071,<0.02,0.0081,0.34,0.01,0.19,0.18,0.064,0.46,0.13,0.96,0.35,2.1,0.44,4.5,0.96,200,0.043,0.23,1.7,2.8,0.85,14,330,0.64,0.058,5.8,0.0021,0.036,0.0053,0.02,0.005,0.0096,0.0047,0.057,0.047,0.017,0.053,0.0084,0.031,0.0083,0.042,0.0087,0.012,0.0097,0.03,0.0095,0.028,0.015,0.0075
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_404_QVC19CN060_3_58,Zrc,QVC19CN060_3_58,190913_404_QVC19CN060_3_58_Zrc,Rim,60-16,30,10,3.5,LODE_zrc,35,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.048,0.01,0.00852,0.00034,-0.24643,0.042,0.0089,47.3,9.6,54.7,2.2,-250,350,7.3,153000,206,<360,4.15,0.119,<6.1,823,467700,1.96,<0.024,0.008,20.7,0.036,0.84,2.08,0.7,12.22,4.26,58.2,23.35,128.5,28.9,304,71.8,11810,0.556,5.71,78.4,165,5.2,11,<360,0.72,0.053,<6.1,28,9500,0.14,<0.024,0.0054,1.1,0.01,0.18,0.26,0.1,0.82,0.26,2.5,0.95,4.7,1,11,2.1,230,0.05,0.26,2.8,4.4,0.91,15,360,0.63,0.072,6.1,0.0077,0.1,0.0086,0.024,0.0048,0.0077,0.0052,0.081,0.068,0.021,0.055,0.0063,0.035,0.0085,0.034,0.0052,0.067,0.0023,0.012,0.011,0.038,0.019,0.0065
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_329_QVC19CN060_3_10,Zrc,QVC19CN060_3_10,190913_329_QVC19CN060_3_10_Zrc,Rim,60-4,30,10,3.5,LODE_zrc,43,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0531,0.0076,0.0084,0.00026,-0.12184,0.0464,0.0068,52.3,7.2,53.9,1.6,-70,260,<0.84,153000,284,<320,4.23,0.068,<5.1,1113,474200,2.96,<0.074,<0.0064,33.19,0.075,0.88,3.42,1.128,21.18,6.98,89.2,33.18,171.2,36.31,353.7,78.5,11370,0.747,8.39,197,246,<0.84,13,<320,0.66,0.041,<5.1,25,8300,0.11,<0.074,<0.0064,0.97,0.012,0.17,0.28,0.088,0.74,0.22,2,0.82,4.6,0.98,9.1,2.1,220,0.045,0.36,14,11,0.84,14,320,0.64,0.068,5.1,0.0068,0.11,0.0066,0.074,0.0064,0.0096,0.0047,0.1,0.04,0.014,0.064,0.0072,0.041,0.01,0.0079,0.012,0.043,0.007,0.048,0.0044,0.032,0.015,0.0062
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_444_QVC19CN060_6_24,Zrc,QVC19CN060_6_24,190913_444_QVC19CN060_6_24_Zrc,Core,60-22,30,10,3.5,LODE_zrc,23,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.061,0.015,0.00866,0.0004,0.15091,0.051,0.012,59,14,55.6,2.6,90,440,1.35,153000,356,<400,4.24,0.102,<6.9,1330,450600,1.76,<0.17,0.021,29.2,0.161,2.92,6.19,2.02,29.7,9.06,109.5,39.8,199,41.8,407,89.8,10330,0.42,8.01,178,226,0.88,17,<400,0.99,0.053,<6.9,110,7600,0.26,<0.17,0.012,3.3,0.026,0.66,0.41,0.27,3.2,0.86,9.8,3.5,16,3.2,29,5.8,190,0.051,0.7,24,23,1,16,400,0.81,0.076,6.9,0.0038,0.18,0.0075,0.17,0.0046,0.0094,0.0054,0.11,0.056,0.019,0.083,0.0096,0.033,0.011,0.041,0.0098,0.064,0.011,0.042,0.0031,0.045,0.017,0.0075
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_346_QVC19CN060_3_19,Zrc,QVC19CN060_3_19,190913_346_QVC19CN060_3_19_Zrc,,,30,10,3.5,LODE_zrc,35,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.055,0.013,0.00854,0.00047,-0.072459,0.047,0.011,57,14,54.8,3,-20,440,2.97,153000,337,<360,4.25,<0.07,<6.7,815,473600,0.963,<0.075,<0.0058,13.76,0.061,1.22,2.34,0.96,14.01,4.86,60.1,23.77,125.9,27.85,282,64.9,10490,0.269,4.1,57.2,117,0.7,16,<360,0.8,<0.07,<6.7,26,8600,0.074,<0.075,<0.0058,0.52,0.013,0.26,0.34,0.1,0.81,0.25,2.6,0.8,4.3,0.86,7.3,1.7,160,0.034,0.25,2.4,2.4,0.97,15,360,0.75,0.07,6.7,0.011,0.17,0.0026,0.075,0.0058,0.013,0.0034,0.12,0.055,0.019,0.057,0.0084,0.045,0.0069,0.049,0.0078,0.044,0.0082,0.053,0.0091,0.046,0.0086,0.0072
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_326_QVC19CN060_3_7,Zrc,QVC19CN060_3_7,190913_326_QVC19CN060_3_7_Zrc,Core,60-3,30,10,3.5,LODE_zrc,73,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0565,0.0058,0.00865,0.00022,-0.0091024,0.0482,0.0052,55.5,5.6,55.5,1.4,20,200,1.24,153000,322,<280,4.29,0.312,<5.1,1530,480600,3.22,<0.051,0.0089,38,0.144,3.13,8,2.57,41.1,11.9,135,47.1,222,45,423,89.6,11890,0.633,10.97,324,320,0.61,33,<280,0.53,0.058,<5.1,150,7700,0.21,<0.051,0.0031,2.8,0.021,0.48,1.1,0.35,5.1,1.4,15,4.9,21,3.9,31,5.6,230,0.052,0.8,29,23,0.75,12,280,0.53,0.056,5.1,0.0071,0.02,0.0061,0.051,0.0052,0.0012,0.0047,0.066,0.038,0.0022,0.039,0.009,0.022,0.0054,0.024,0.0053,0.06,0.0063,0.028,0.0052,0.03,0.013,0.0056
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_459_QVC19CN060_6_32,Zrc,QVC19CN060_6_32,190913_459_QVC19CN060_6_32_Zrc,,,30,10,3.5,LODE_zrc,18,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.066,0.025,0.00911,0.00064,-0.078811,0.055,0.024,63,24,58.5,4.1,-30,740,10.4,153000,251,<470,4.33,0.172,13.9,667,447000,1.179,<0.12,0.084,15.76,0.067,0.82,2.27,0.77,12.53,3.96,51.1,20.11,104.1,22.8,231.4,51.3,10990,0.429,5.21,80.3,137.9,1.7,12,<470,0.55,0.06,7.6,24,11000,0.089,<0.12,0.033,0.91,0.021,0.39,0.39,0.11,0.84,0.24,2.8,0.95,4,1,9.6,1.7,370,0.067,0.38,3.3,6.1,1.2,19,470,0.87,0.096,7.8,0.016,0.16,0.013,0.12,0.0089,0.017,0.0091,0.2,0.07,0.028,0.065,0.014,0.035,0.01,0.06,0.013,0.085,0.012,0.064,0.011,0.049,0.013,0.01
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_457_QVC19CN060_6_30,Zrc,QVC19CN060_6_30,190913_457_QVC19CN060_6_30_Zrc,,,30,10,3.5,LODE_zrc,48,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0599,0.0077,0.00875,0.00031,0.026112,0.0501,0.0067,58.8,7.3,56.2,2,80,250,42.4,153000,151.3,<300,4.41,0.164,6.5,768,472300,2.09,0.155,0.009,28.32,0.033,0.69,2.02,0.827,13.6,4.51,58.5,22.18,115.3,25.74,261.8,60.4,12760,0.482,8.03,171.9,229.5,6.2,8.7,<300,0.68,0.046,3.2,17,6200,0.12,0.084,0.004,0.88,0.0078,0.16,0.25,0.073,0.7,0.18,1.7,0.69,3.6,0.77,8.4,1.6,200,0.035,0.33,9,7.8,0.75,12,300,0.56,0.057,5.2,0.0046,0.098,0.0016,0.063,0.004,0.01,0.0047,0.048,0.0099,0.023,0.032,0.0055,0.031,0.0077,0.034,0.0057,0.048,0.0073,0.021,0.0056,0.026,0.011,0.0061
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_417_QVC19CN060_6_6,Zrc,QVC19CN060_6_6,190913_417_QVC19CN060_6_6_Zrc,,,30,10,3.5,LODE_zrc,18,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.048,0.012,0.00877,0.00055,-0.1352,0.042,0.011,47,11,56.3,3.5,-240,450,2.61,153000,313,<370,4.48,0.08,<6.2,955,513000,1.06,<0.11,0.0114,18.13,0.111,2.25,4.36,1.43,21.1,6.25,76.7,27.9,140.1,30.4,304,68.7,11550,0.323,4.66,87.2,141.2,0.65,21,<370,0.82,0.059,<6.2,35,12000,0.12,<0.11,0.0071,0.77,0.022,0.41,0.52,0.15,1.2,0.36,4.1,1.1,6.1,1.4,14,2.8,290,0.055,0.34,3.7,4.9,0.94,15,370,0.69,0.074,6.2,0.0041,0.16,0.0075,0.11,0.0056,0.0093,0.0072,0.097,0.024,0.014,0.043,0.0093,0.037,0.011,0.03,0.0088,0.091,0.01,0.061,0.011,0.041,0.016,0.0089
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_324_QVC19CN060_3_6,Zrc,QVC19CN060_3_6,190913_324_QVC19CN060_3_6_Zrc,,,30,10,3.5,LODE_zrc,18,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.05,0.01,0.009,0.00043,-0.29568,0.0417,0.0094,49,9.8,57.8,2.8,-230,390,<1.1,153000,264,<400,4.59,0.173,<7.5,1334,501000,3.36,<0.13,0.016,41.5,0.089,1.59,4.42,1.43,26.6,8.26,106.5,40.31,205.5,45.2,449,97.4,12330,0.833,11.85,306,346,<1.1,15,<400,0.95,0.09,<7.5,41,16000,0.22,<0.13,0.013,1.3,0.025,0.37,0.48,0.14,1.5,0.32,4,0.92,5.5,1.6,17,3.2,310,0.096,0.61,14,11,1.1,17,400,0.76,0.081,7.5,0.01,0.17,0.011,0.13,0.0079,0.01,0.0055,0.15,0.082,0.025,0.081,0.013,0.059,0.0075,0.033,0.0073,0.056,0.0092,0.052,0.011,0.053,0.02,0.0085
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_374_QVC19CN060_3_38,Zrc,QVC19CN060_3_38,190913_374_QVC19CN060_3_38_Zrc,,,30,10,3.5,LODE_zrc,25,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.074,0.011,0.00851,0.00025,-0.016938,0.0638,0.0095,73,10,54.6,1.6,590,320,20.7,153000,355,<410,4.59,0.184,10.6,1916,494800,6.02,0.21,0.019,65.3,0.096,2.62,5.97,1.67,40.3,12.73,157.7,57.5,285.9,59.8,565,120.4,12530,1.194,14.04,409,419.9,5.1,13,<410,0.89,0.073,6.5,54,8000,0.28,0.11,0.01,1.5,0.018,0.56,0.57,0.13,1.8,0.54,5.3,1.6,7.6,1.5,15,2.3,250,0.091,0.46,12,8.5,1.1,17,410,0.8,0.082,7.9,0.0037,0.16,0.01,0.16,0.0085,0.0096,0.0063,0.11,0.047,0.025,0.077,0.0078,0.013,0.014,0.042,0.01,0.065,0.011,0.065,0.012,0.037,0.016,0.0094
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_349_QVC19CN060_3_22,Zrc,QVC19CN060_3_22,190913_349_QVC19CN060_3_22_Zrc,Rim,60-7,30,10,3.5,LODE_zrc,20,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.052,0.016,0.00819,0.0004,0.08608,0.048,0.015,51,15,52.6,2.5,-110,510,9.6,153000,245,<410,4.63,0.438,<6.5,1284,513000,3.21,0.17,0.0212,36.95,0.063,1.22,3.89,1.29,23.5,7.77,101.3,39,196.5,42.4,426,91.1,12330,0.739,8.04,196.2,260.9,1.6,18,<410,0.64,0.094,<6.5,32,16000,0.17,0.16,0.008,0.9,0.015,0.49,0.66,0.15,1.5,0.31,4.3,1.4,6.8,1.2,13,3.2,500,0.073,0.51,4.8,7.3,1,17,410,0.76,0.083,6.5,0.011,0.071,0.012,0.17,0.0061,0.0043,0.0073,0.1,0.1,0.018,0.063,0.0068,0.047,0.012,0.038,0.013,0.023,0.01,0.063,0.0035,0.043,0.021,0.0099
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_389_QVC19CN060_3_50,Zrc,QVC19CN060_3_50,190913_389_QVC19CN060_3_50_Zrc,,,30,10,3.5,LODE_zrc,38,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0512,0.0073,0.00822,0.00032,0.32047,0.0449,0.0062,50.5,7,52.8,2,-90,260,24.5,153000,281,<380,4.68,0.347,<6.1,1248,473100,2.15,0.42,0.05,30.6,0.122,2.38,4.98,1.73,26.7,8.23,102.3,36.69,184.6,38.3,376,82.1,11310,0.498,8.49,183.5,251.1,3.7,14,<380,0.51,0.064,<6.1,30,8400,0.13,0.14,0.012,1,0.019,0.4,0.49,0.15,1.3,0.26,2.9,0.94,5.6,1,10,2.4,230,0.046,0.46,9.4,8.6,0.92,15,380,0.71,0.075,6.1,0.0025,0.1,0.006,0.093,0.0053,0.01,0.0056,0.094,0.053,0.011,0.064,0.002,0.046,0.0093,0.03,0.0021,0.042,0.0079,0.04,0.0073,0.044,0.013,0.0066
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_323_QVC19CN060_3_5,Zrc,QVC19CN060_3_5,190913_323_QVC19CN060_3_5_Zrc,Rim,60-2,30,10,3.5,LODE_zrc,31,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.07,0.011,0.00894,0.0004,-0.040329,0.055,0.0085,68,11,57.4,2.5,340,330,199,153000,140,<330,4.7,0.074,<6.1,538,484800,1.48,2.4,0.039,18.11,0.066,0.94,2.08,0.672,9.7,3.19,40.2,15.22,80.3,18.67,195.9,47.3,13470,0.462,6.8,104.7,199.9,51,12,<330,1.1,0.037,<6.1,32,9800,0.1,0.78,0.012,0.71,0.017,0.35,0.4,0.099,1,0.26,2.5,0.84,3.7,0.79,7.6,1.7,330,0.059,0.3,4.3,3.4,0.87,14,330,0.66,0.074,6.1,0.0087,0.13,0.0059,0.025,0.0061,0.011,0.0053,0.028,0.016,0.017,0.048,0.0085,0.034,0.0053,0.048,0.0022,0.033,0.0054,0.052,0.0071,0.042,0.013,0.0076
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_369_QVC19CN060_3_34,Zrc,QVC19CN060_3_34,190913_369_QVC19CN060_3_34_Zrc,,,30,10,3.5,LODE_zrc,68,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.06,0.0069,0.0084,0.00024,0.053724,0.0514,0.0059,58.8,6.6,53.9,1.5,160,220,78,153000,291.3,<280,4.79,0.378,217,1034,482200,2.12,<0.05,<0.0034,23.99,0.051,1.13,2.87,1.062,18.05,6.1,77,30,156.9,34,341,76.9,11090,0.618,7.45,166,222.3,14,9.6,<280,0.52,0.066,27,35,5700,0.13,<0.05,<0.0034,0.89,0.0083,0.19,0.21,0.08,0.71,0.23,2.7,1,5.3,1.1,12,2.4,150,0.055,0.26,3.4,4.6,0.74,12,280,0.52,0.058,4.5,0.0063,0.021,0.006,0.05,0.0034,0.007,0.0038,0.073,0.025,0.013,0.039,0.0043,0.0044,0.0035,0.027,0.0059,0.029,0.0079,0.044,0.0057,0.03,0.01,0.0075
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_341_QVC19CN060_3_15,Zrc,QVC19CN060_3_15,190913_341_QVC19CN060_3_15_Zrc,,,30,10,3.5,LODE_zrc,30,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0567,0.0062,0.00866,0.00021,0.071269,0.0485,0.0054,55.9,5.9,55.6,1.3,80,220,29,153000,440,<310,4.82,0.493,<5.5,1303,493000,6.17,0.084,0.72,28.38,0.6,4.52,5.09,1.2,25.6,7.95,98.7,36.77,186.3,41.1,414.9,94.1,13320,4.67,20.56,839,623,4,17,<310,0.78,0.065,<5.5,29,9200,0.28,0.068,0.17,0.84,0.11,0.73,0.38,0.18,1.2,0.25,3.1,0.65,4.8,1.2,9,2.6,370,0.27,0.65,43,22,0.85,14,310,0.64,0.061,5.5,0.0083,0.044,0.01,0.078,0.0058,0.0026,0.0043,0.13,0.049,0.017,0.046,0.0048,0.026,0.0071,0.035,0.01,0.05,0.0052,0.037,0.0087,0.031,0.012,0.0062
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_464_QVC19CN060_6_36,Zrc,QVC19CN060_6_36,190913_464_QVC19CN060_6_36_Zrc,,,30,10,3.5,LODE_zrc,20,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.066,0.01,0.00934,0.00044,-0.24015,0.0525,0.009,65.1,9.8,59.9,2.8,190,340,1.13,153000,532,<430,4.85,0.194,<7.2,1436,467800,3.94,<0.096,0.215,37.9,0.165,2.51,4.25,1.52,27.7,8.82,114.2,42.8,215.2,45.3,437,96.1,11020,1.29,10,240,260.4,0.98,47,<430,0.99,0.071,<7.2,41,7900,0.15,<0.096,0.069,1.9,0.054,0.41,0.58,0.22,1.9,0.51,4.5,1.7,7.1,1.4,11,3,240,0.24,0.51,33,8.9,1.1,17,430,0.88,0.086,7.2,0.0085,0.19,0.0099,0.096,0.0056,0.013,0.0066,0.11,0.061,0.023,0.097,0.015,0.03,0.012,0.044,0.014,0.075,0.012,0.046,0.014,0.047,0.028,0.011
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_382_QVC19CN060_3_44,Zrc,QVC19CN060_3_44,190913_382_QVC19CN060_3_44_Zrc,,,30,10,3.5,LODE_zrc,39,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0559,0.0094,0.00827,0.0003,-0.075598,0.0495,0.0086,54.8,9,53.1,1.9,40,330,4.55,153000,271,<340,4.86,0.102,<5.6,925,471800,1.664,<0.072,<0.0046,20.9,0.0535,0.88,2.48,1.01,17.48,5.54,70,26.85,136.7,29.26,293.9,66.6,10670,0.439,5.76,123.6,171.3,0.71,13,<340,0.79,0.043,<5.6,21,7700,0.099,<0.072,<0.0046,0.66,0.0087,0.17,0.29,0.12,0.9,0.19,1.5,0.7,3.5,0.73,6.6,1.3,210,0.048,0.23,4.1,4.2,0.8,13,340,0.64,0.06,5.6,0.0077,0.036,0.0083,0.072,0.0046,0.0093,0.0057,0.07,0.032,0.016,0.03,0.0092,0.024,0.0086,0.038,0.0045,0.029,0.0076,0.024,0.0076,0.03,0.012,0.0076
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_367_QVC19CN060_3_32,Zrc,QVC19CN060_3_32,190913_367_QVC19CN060_3_32_Zrc,Core,60-10,30,10,3.5,LODE_zrc,24,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.055,0.015,0.00858,0.0004,-0.1467,0.047,0.012,53,14,55,2.5,-80,450,2.6,153000,334,<420,4.88,0.149,29.3,927,450000,1.75,<0.091,0.028,21.4,0.055,0.93,2.3,0.93,16.1,5.22,67.5,26.91,142.5,31.13,314.6,71.4,11160,0.52,5.84,93.2,165.6,0.57,15,<420,0.85,0.066,7.4,16,12000,0.12,<0.091,0.013,0.74,0.018,0.37,0.39,0.13,1.1,0.18,2.9,0.86,4.4,0.98,7.3,1.7,240,0.066,0.28,2.5,3.8,1,17,420,0.78,0.075,6.9,0.014,0.13,0.012,0.091,0.0076,0.011,0.0066,0.11,0.047,0.02,0.067,0.009,0.039,0.012,0.053,0.011,0.071,0.0097,0.049,0.0065,0.047,0.022,0.0082
