5,Sample,Unit,Unit2,Type,Date,LAICPMS file name,Mineral,Laser spot number,Final spot reference,Zone,Zircon Name,Spot size (?m),Frequency (Hz),Fluence (J/cm2),Method,Number of slices,Date Interpretation,2s uncertainty,Ext unc,Filter,WREu/Eu*,WR_SiO2,WR_MgO,WR_Zr,207Pb/235U,207Pb/235U _2s.,206Pb/238U,206Pb/238U_2s.,Rho,207Pb/206Pb,207Pb/206Pb_2s.,Date_207Pb/235U (Ma),Date_207Pb/235U_2s. (Ma),Date206Pb238UMa,Date206Pb238U2s,Date_207Pb/206Pb (Ma),Date_207Pb/206Pb_2s. (Ma),Al27_ppm,Si28_ppm,P31_ppm,Ca43_ppm,Ti49_ppm,V51_ppm,Fe57_ppm,Y89_ppm,Zr91_ppm,Nb93_ppm,Ba137_ppm,La139_ppm,Ce140_ppm,Pr141_ppm,Nd145_ppm,Sm147_ppm,Eu151_ppm,Gd157_ppm,Tb159_ppm,Dy163_ppm,Ho165_ppm,Er167_ppm,Tm169_ppm,Yb173_ppm,Lu175_ppm,Hf177_ppm,Ta181_ppm,Pb206_ppm,Th232_ppm,U238_ppm,Al27_2s._ppm,P31_2s._ppm,Ca43_2s._ppm,Ti49_2s._ppm,V51_2s._ppm,Fe57_2s._ppm,Y89_2s._ppm,Zr91_2s._ppm,Nb93_2s._ppm,Ba137_2s._ppm,La139_2s._ppm,Ce140_2s._ppm,Pr141_2s._ppm,Nd145_2s._ppm,Sm147_2s._ppm,Eu151_2s._ppm,Gd157_2s._ppm,Tb159_2s._ppm,Dy163_2s._ppm,Ho165_2s._ppm,Er167_2s._ppm,Tm169_2s._ppm,Yb173_2s._ppm,Lu175_2s._ppm,Hf177_2s._ppm,Ta181_2s._ppm,Pb206_2s._ppm,Th232_2s._ppm,U238_2s._ppm,Al27_LOD_ppm,P31_LOD_ppm,Ca43_LOD_ppm,Ti49_LOD_ppm,V51_LOD_ppm,Fe57_LOD_ppm,Y89_LOD_ppm,Zr91_LOD_ppm,Nb93_LOD_ppm,Ba137_LOD_ppm,La139_LOD_ppm,Ce140_LOD_ppm,Pr141_LOD_ppm,Nd145_LOD_ppm,Sm147_LOD_ppm,Eu151_LOD_ppm,Gd157_LOD_ppm,Tb159_LOD_ppm,Dy163_LOD_ppm,Ho165_LOD_ppm,Er167_LOD_ppm,Tm169_LOD_ppm,Yb173_LOD_ppm,Lu175_LOD_ppm,Hf177_LOD_ppm,Ta181_LOD_ppm,Pb206_LOD_ppm,Th232_LOD_ppm,U238_LOD_ppm
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_414_QVC19CN060_6_4,Zrc,QVC19CN060_6_4,190913_414_QVC19CN060_6_4_Zrc,Rim,60-17,30,10,3.5,LODE_zrc,71,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0552,0.0065,0.00824,0.00019,0.070282,0.049,0.0057,54.2,6.3,52.9,1.2,40,220,1.74,153000,225.2,<280,3.11,0.075,<4.6,1021,474600,3.078,<0.054,<0.004,34.22,0.0355,0.93,2.6,0.955,17.76,5.97,78.8,30.57,156.7,34.38,339.7,74.1,12260,0.968,8.98,168.8,273.3,0.67,8.4,<280,0.41,0.029,<4.6,13,7200,0.097,<0.054,<0.004,0.6,0.0056,0.16,0.18,0.065,0.59,0.13,1.4,0.58,3,0.69,7.2,1.5,200,0.049,0.27,7.4,6,0.7,11,280,0.49,0.049,4.6,0.005,0.083,0.0037,0.054,0.004,0.005,0.0033,0.075,0.039,0.011,0.036,0.0086,0.029,0.0056,0.025,0.0049,0.021,0.0069,0.037,0.0041,0.029,0.012,0.0051
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_397_QVC19CN060_3_52,Zrc,QVC19CN060_3_52,190913_397_QVC19CN060_3_52_Zrc,Rim,60-13,30,10,3.5,LODE_zrc,64,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0535,0.0077,0.00865,0.00025,0.018475,0.0457,0.0068,52.5,7.4,55.5,1.6,-110,260,11.4,153000,185,<290,3.18,0.276,<5,853,487800,2.04,0.167,0.0466,25.6,0.118,1.68,3.07,0.921,17.01,5.26,66.1,24.89,126.9,28.27,283.8,64.3,12940,0.62,7.6,151,223,2.8,11,<290,0.4,0.047,<5,24,7900,0.12,0.074,0.0078,1,0.012,0.26,0.2,0.073,0.78,0.23,2.3,0.82,3.6,0.77,6.9,1.3,190,0.041,0.48,14,14,0.7,12,290,0.53,0.058,5,0.0042,0.07,0.0074,0.039,0.0034,0.0083,0.0044,0.056,0.053,0.013,0.0072,0.0034,0.035,0.0046,0.016,0.0011,0.007,0.0068,0.034,0.0034,0.033,0.012,0.0051
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_318_QVC19CN060_3_1,Zrc,QVC19CN060_3_1,190913_318_QVC19CN060_3_1_Zrc,Core,60-1,30,10,3.5,LODE_zrc,62,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0563,0.0065,0.00856,0.00021,-0.06341,0.0483,0.0057,55.3,6.2,55,1.3,20,220,1.16,153000,189.7,<280,3.18,0.105,<5.5,773,480700,1.858,<0.054,<0.0052,26.76,0.0396,1.02,2.3,0.772,13.64,4.56,58.2,23,119.7,26.06,260.9,58.7,12340,0.63,8.19,208.6,243.1,0.67,8.2,<280,0.46,0.031,<5.5,13,7700,0.072,<0.054,<0.0052,0.57,0.0076,0.18,0.2,0.074,0.59,0.14,1.2,0.44,2.5,0.59,5.5,1.3,190,0.043,0.23,3.5,3.5,0.77,13,280,0.57,0.059,5.5,0.0045,0.13,0.0014,0.054,0.0052,0.0045,0.0041,0.047,0.027,0.0081,0.037,0.0067,0.024,0.0038,0.036,0.0069,0.045,0.0051,0.042,0.0037,0.033,0.013,0.006
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_384_QVC19CN060_3_46,Zrc,QVC19CN060_3_46,190913_384_QVC19CN060_3_46_Zrc,Rim,60-12,30,10,3.5,LODE_zrc,71,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0544,0.0082,0.00914,0.00027,0.021021,0.0439,0.0068,53.3,7.9,58.6,1.7,-190,270,1.14,153000,188,<290,3.19,0.065,<4.7,855,481200,2.35,<0.085,0.0061,25,0.0309,0.7,2.17,0.658,13.5,4.83,63.7,25,131,29.2,291,63.2,12520,0.641,5.75,82.2,155,0.85,12,<290,0.43,0.028,<4.7,95,7700,0.35,<0.085,0.0031,2.6,0.0062,0.14,0.24,0.072,1.4,0.5,6.8,2.7,15,3.3,31,6.7,190,0.081,0.41,5.8,10,0.71,11,290,0.5,0.053,4.7,0.0068,0.12,0.0011,0.085,0.0029,0.006,0.0034,0.078,0.024,0.011,0.033,0.0066,0.024,0.0074,0.033,0.0051,0.022,0.0066,0.033,0.0061,0.026,0.011,0.0059
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_412_QVC19CN060_6_2,Zrc,QVC19CN060_6_2,190913_412_QVC19CN060_6_2_Zrc,,,30,10,3.5,LODE_zrc,52,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0573,0.0082,0.00828,0.00028,-0.18672,0.0516,0.0081,56.2,7.9,53.1,1.8,80,290,7.6,153000,308,<280,3.19,0.17,<4.7,1120,477500,2.236,0.056,0.067,26.6,0.079,1.12,2.82,1,18.4,6.21,83.2,33.2,172.8,38.7,393,87,11210,0.498,6.22,110.9,188,1.2,13,<280,0.42,0.035,<4.7,34,9400,0.089,0.043,0.011,0.99,0.012,0.21,0.26,0.1,1,0.29,3.3,1.2,5.6,1.4,11,2.5,210,0.041,0.34,5.6,7.2,0.72,11,280,0.52,0.052,4.7,0.0055,0.11,0.0061,0.051,0.0057,0.0095,0.0027,0.081,0.033,0.018,0.024,0.0052,0.022,0.0077,0.017,0.008,0.061,0.0056,0.04,0.0058,0.026,0.0095,0.0069
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_339_QVC19CN060_3_14,Zrc,QVC19CN060_3_14,190913_339_QVC19CN060_3_14_Zrc,Rim,60-6,30,10,3.5,LODE_zrc,34,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.069,0.013,0.00832,0.0003,0.084935,0.06,0.011,67,12,53.4,1.9,340,330,4.05,153000,216,<310,3.2,0.081,<5.8,977,480800,2.22,<0.065,0.0082,24.52,0.051,1.03,3.07,1,17.35,5.68,74.6,28.76,149,33.17,328.2,74.4,11970,0.606,6.02,103,180.9,0.68,13,<310,0.73,0.037,<5.8,14,7000,0.14,<0.065,0.0052,0.62,0.011,0.22,0.36,0.12,0.65,0.15,2.1,0.59,2.7,0.65,6.7,1.6,230,0.06,0.28,5.7,6.1,0.83,13,310,0.59,0.067,5.8,0.0096,0.04,0.0023,0.065,0.005,0.008,0.0054,0.093,0.047,0.0043,0.044,0.0065,0.024,0.0076,0.021,0.0067,0.066,0.0021,0.049,0.009,0.031,0.012,0.0066
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_358_QVC19CN060_3_29,Zrc,QVC19CN060_3_29,190913_358_QVC19CN060_3_29_Zrc,Rim,60-9,30,10,3.5,LODE_zrc,66,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0606,0.0036,0.00848,0.00015,-0.040815,0.0521,0.0032,59.7,3.5,54.45,0.94,260,130,10.8,153000,204,<280,3.21,0.118,13.5,730,486400,6.66,1.9,0.113,17.65,0.086,0.86,1.82,0.636,10.93,3.81,51.6,20.4,113.9,27.1,285,64.2,14800,7.9,30.4,132.7,915,2.5,11,<280,0.52,0.037,5.4,40,7200,0.62,1.1,0.016,0.6,0.012,0.16,0.15,0.064,0.61,0.21,2.7,1,6.5,1.6,18,3.9,270,0.85,2.4,5.5,84,0.71,12,280,0.55,0.054,4.4,0.0053,0.021,0.004,0.058,0.0046,0.007,0.0044,0.073,0.024,0.011,0.042,0.0067,0.014,0.006,0.027,0.0059,0.038,0.0047,0.039,0.0034,0.029,0.0093,0.0063
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_418_QVC19CN060_6_7,Zrc,QVC19CN060_6_7,190913_418_QVC19CN060_6_7_Zrc,,,30,10,3.5,LODE_zrc,35,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.065,0.012,0.00864,0.00033,0.36757,0.057,0.011,67,13,55.5,2.1,260,350,<0.86,153000,204,<340,3.24,0.087,<5.4,1069,467500,2.662,<0.095,<0.0053,26.69,0.038,0.73,2.44,0.822,16.44,5.78,78.2,30.99,164.5,35.6,363.8,80.1,11910,0.761,6.45,96.7,182.9,<0.86,13,<340,0.62,0.044,<5.4,25,8100,0.09,<0.095,<0.0053,0.89,0.01,0.21,0.33,0.084,0.8,0.23,2.8,0.94,4.3,0.95,9,2.1,230,0.061,0.25,3.2,4.1,0.86,14,340,0.62,0.064,5.4,0.0074,0.041,0.0082,0.095,0.0053,0.0085,0.0044,0.077,0.069,0.013,0.056,0.0089,0.036,0.0051,0.036,0.0092,0.051,0.01,0.038,0.009,0.037,0.016,0.0092
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_396_QVC19CN060_3_51,Zrc,QVC19CN060_3_51,190913_396_QVC19CN060_3_51_Zrc,Core,60-13,30,10,3.5,LODE_zrc,21,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.07,0.018,0.00844,0.00047,0.24903,0.055,0.012,68,17,54.2,3,320,470,<1.1,153000,151,<450,3.25,<0.094,<7.4,799,457000,1.07,<0.14,<0.0078,19.81,0.074,1.45,3.56,0.92,15.85,5.05,62.1,23.58,117.5,26.23,262.7,58.9,12420,0.388,5.67,93.5,162,<1.1,18,<450,0.85,<0.094,<7.4,15,11000,0.1,<0.14,<0.0078,0.68,0.017,0.35,0.44,0.12,0.64,0.18,2.5,0.81,3.7,0.85,7.8,2.1,280,0.066,0.34,3,4.3,1.1,18,450,0.9,0.094,7.4,0.012,0.24,0.0085,0.14,0.0078,0.017,0.0051,0.13,0.071,0.019,0.084,0.015,0.053,0.012,0.041,0.0074,0.065,0.0094,0.053,0.012,0.053,0.012,0.011
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_436_QVC19CN060_6_17,Zrc,QVC19CN060_6_17,190913_436_QVC19CN060_6_17_Zrc,Core,60-20,30,10,3.5,LODE_zrc,56,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0646,0.0071,0.00861,0.00029,0.18863,0.0548,0.006,63.2,6.8,55.3,1.9,280,230,1.79,153000,273,<280,3.28,0.16,5.2,1176,489400,1.286,<0.068,0.0148,24.9,0.17,2.86,6.09,1.92,27.8,8.14,96.5,35.1,175,38.1,377,83.3,12380,0.388,6.95,145,205.3,0.45,22,<280,0.56,0.039,2.8,74,7300,0.069,<0.068,0.0057,1.3,0.034,0.5,0.74,0.25,2.8,0.72,7.6,2.5,11,2.2,21,4,210,0.038,0.28,12,7.7,0.67,11,280,0.53,0.051,4.3,0.004,0.11,0.0065,0.068,0.0043,0.0067,0.0022,0.07,0.04,0.014,0.041,0.0055,0.026,0.0044,0.023,0.0043,0.022,0.0053,0.033,0.0073,0.026,0.012,0.0047
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_494_QVC19CN060_6_56,Zrc,QVC19CN060_6_56,190913_494_QVC19CN060_6_56_Zrc,,,30,10,3.5,LODE_zrc,9,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.071,0.027,0.00886,0.00076,-0.45337,0.054,0.022,69,25,56.8,4.8,140,810,104,153000,344,<480,3.4,<0.095,<8.3,889,486000,1.42,0.18,0.046,18.14,0.049,1,2.34,0.86,14.9,5.12,66.7,26.05,137.8,31.9,321,72.3,12400,0.389,5.48,80.1,165.5,17,29,<480,1.3,<0.095,<8.3,24,15000,0.13,0.18,0.05,0.58,0.022,0.26,0.67,0.23,1.2,0.31,4,0.98,6,2.1,16,2.1,440,0.057,0.54,4,6.3,1.2,19,480,0.9,0.095,8.3,0.013,0.13,0.017,0.12,0.01,0.02,0.0068,0.17,0.074,0.043,0.12,0.014,0.082,0.014,0.077,0.014,0.087,0.013,0.093,0.016,0.064,0.019,0.013
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_497_QVC19CN060_6_58,Zrc,QVC19CN060_6_58,190913_497_QVC19CN060_6_58_Zrc,,,30,10,3.5,LODE_zrc,46,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0512,0.0084,0.00893,0.00024,-0.23596,0.0391,0.0064,50.4,8.1,57.3,1.5,-300,270,1.31,153000,255,<290,3.44,0.172,<4.7,1062,485100,2.14,<0.062,0.0069,28.8,0.054,1.39,3.25,1.19,20,6.43,81.5,30.7,159,34.7,341,77,12380,0.572,8.36,193,239,0.63,19,<290,0.52,0.053,<4.7,50,8700,0.15,<0.062,0.0037,1.3,0.01,0.26,0.35,0.1,1.1,0.32,3.6,1.3,7.3,1.4,14,2.9,190,0.043,0.39,17,10,0.7,11,290,0.56,0.055,4.7,0.0045,0.12,0.0055,0.062,0.0045,0.008,0.0041,0.077,0.058,0.003,0.048,0.0054,0.028,0.0079,0.031,0.0072,0.031,0.0071,0.038,0.0065,0.026,0.013,0.0071
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_477_QVC19CN060_6_46,Zrc,QVC19CN060_6_46,190913_477_QVC19CN060_6_46_Zrc,Core,60-18,30,10,3.5,LODE_zrc,24,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.053,0.014,0.00803,0.00031,0.048668,0.049,0.013,52,13,51.6,2,-40,440,2.26,153000,401,<330,3.55,0.27,<5.4,1510,496000,2.24,<0.07,0.0248,34,0.21,3.19,7,2.42,32.7,10,123,43.5,222,47.6,465,102.6,12030,0.538,8.22,236,271,0.66,22,<330,0.92,0.066,<5.4,110,13000,0.22,<0.07,0.0096,2.7,0.04,0.68,1.1,0.35,3.9,1,11,3.6,16,3,30,5.4,320,0.085,0.55,30,19,0.83,13,330,0.58,0.06,5.4,0.0094,0.1,0.0029,0.07,0.0053,0.0062,0.0037,0.079,0.06,0.017,0.042,0.007,0.033,0.0094,0.039,0.0079,0.051,0.009,0.059,0.0084,0.031,0.016,0.0067
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_488_QVC19CN060_6_51,Zrc,QVC19CN060_6_51,190913_488_QVC19CN060_6_51_Zrc,,,30,10,3.5,LODE_zrc,59,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0505,0.0071,0.00852,0.00027,0.1932,0.0442,0.0065,51.4,7.5,54.7,1.7,-110,260,4.9,153000,311,340,3.58,0.088,<4.5,815,477900,1.576,0.046,0.58,19.94,0.231,1.58,2.78,1.023,14.67,4.81,62.2,23.98,123.1,27.06,272,61.8,11730,0.53,6.12,96.1,178.4,1.7,45,190,0.51,0.036,<4.5,12,5900,0.08,0.04,0.28,0.85,0.09,0.33,0.22,0.099,0.53,0.18,1.2,0.52,2.4,0.55,5.2,1.1,150,0.041,0.21,2.5,3.8,0.72,11,290,0.56,0.056,4.5,0.007,0.09,0.0013,0.039,0.005,0.0054,0.004,0.066,0.025,0.0076,0.043,0.0044,0.022,0.0054,0.027,0.0059,0.042,0.0062,0.024,0.0076,0.027,0.01,0.0057
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_466_QVC19CN060_6_37,Zrc,QVC19CN060_6_37,190913_466_QVC19CN060_6_37_Zrc,Core,60-18,30,10,3.5,LODE_zrc,66,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0587,0.009,0.00844,0.00026,-0.11364,0.0519,0.0081,57.3,8.6,54.2,1.6,70,290,2,153000,255,<270,3.64,0.085,<4.3,1037,482400,1.734,<0.036,0.0053,22.01,0.076,1.42,3.74,1.23,21,6.51,83.1,30.6,158,33.8,335.2,73.8,11740,0.524,6.12,104.4,185.8,0.43,11,<270,0.42,0.028,<4.3,36,8000,0.088,<0.036,0.0028,0.52,0.011,0.24,0.42,0.11,1.4,0.35,4.1,1.2,5.9,1.1,9.4,2,180,0.039,0.24,3.2,4.6,0.67,11,270,0.54,0.05,4.3,0.0012,0.02,0.0011,0.036,0.00058,0.0066,0.0037,0.075,0.039,0.0021,0.028,0.0041,0.023,0.0067,0.028,0.0055,0.039,0.0034,0.026,0.0054,0.022,0.012,0.0053
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_467_QVC19CN060_6_38,Zrc,QVC19CN060_6_38,190913_467_QVC19CN060_6_38_Zrc,Rim,60-18,30,10,3.5,LODE_zrc,19,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.069,0.012,0.00836,0.00031,-0.43272,0.061,0.012,68,11,53.7,2,480,390,9.1,153000,249,<440,3.64,0.091,<7.8,1207,464400,3.01,<0.13,0.0153,27.67,0.048,1.22,3.28,1.06,18.7,6.25,89.8,35.78,188.2,40.6,416,92.4,11480,0.94,7.26,100.5,209.7,3.2,16,<440,0.99,0.056,<7.8,25,9600,0.23,<0.13,0.0078,0.82,0.014,0.38,0.44,0.18,1.4,0.33,2.6,0.97,7,1.4,13,2.5,250,0.1,0.29,3.1,5.5,1.1,18,440,0.84,0.09,7.8,0.012,0.15,0.0045,0.13,0.0096,0.0047,0.0061,0.17,0.053,0.022,0.089,0.012,0.043,0.014,0.047,0.011,0.066,0.012,0.064,0.012,0.05,0.025,0.011
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_348_QVC19CN060_3_21,Zrc,QVC19CN060_3_21,190913_348_QVC19CN060_3_21_Zrc,Core,60-7,30,10,3.5,LODE_zrc,52,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0589,0.008,0.00842,0.00024,0.095956,0.0509,0.0069,57.7,7.6,54,1.5,120,270,<0.8,153000,249,<320,3.66,0.146,<5.6,1281,488700,3.53,<0.046,<0.0043,37.6,0.0468,1.05,2.83,0.979,20.2,7.28,93.7,38.1,197.2,44,442,99.8,12060,0.94,9.25,185,279,<0.8,13,<320,0.48,0.043,<5.6,58,8100,0.23,<0.046,<0.0043,2.2,0.0092,0.23,0.28,0.091,1.2,0.38,4.6,1.8,8.9,2,19,3.9,160,0.076,0.63,22,21,0.8,13,320,0.58,0.063,5.6,0.0062,0.082,0.0047,0.046,0.0043,0.0049,0.0048,0.065,0.01,0.017,0.035,0.0059,0.029,0.0062,0.024,0.008,0.044,0.0072,0.028,0.0066,0.032,0.018,0.0062
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_398_QVC19CN060_3_53,Zrc,QVC19CN060_3_53,190913_398_QVC19CN060_3_53_Zrc,Rim,60-14,30,10,3.5,LODE_zrc,41,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0541,0.0086,0.00855,0.00033,-0.38681,0.048,0.0089,53.2,8.2,54.9,2.1,10,320,2.49,153000,351,<310,3.69,<0.057,<5.3,929,504000,1.4,<0.046,<0.0066,18.9,0.041,0.89,2.66,0.92,15.8,5.27,68.1,26.8,142.3,31.2,325,73.3,11760,0.362,5.5,93.5,165.2,0.55,13,<310,0.58,<0.057,<5.3,37,11000,0.14,<0.046,<0.0066,1.1,0.01,0.19,0.38,0.12,1.1,0.34,3.5,1.2,5.5,1.2,11,2.4,240,0.035,0.35,9.1,8.5,0.75,12,310,0.55,0.057,5.3,0.0019,0.1,0.0059,0.046,0.0066,0.0062,0.004,0.1,0.051,0.011,0.048,0.0058,0.025,0.0085,0.033,0.0067,0.05,0.007,0.038,0.0051,0.031,0.013,0.0069
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_479_QVC19CN060_6_48,Zrc,QVC19CN060_6_48,190913_479_QVC19CN060_6_48_Zrc,Rim,60-18,30,10,3.5,LODE_zrc,18,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.062,0.014,0.00891,0.00049,0.011336,0.053,0.012,61,13,57.1,3.1,180,450,7.7,153000,331,<350,3.91,0.166,6.4,1506,498000,3.01,<0.092,0.024,39.8,0.111,2.29,4.72,1.48,30,9.44,117.4,44.1,225.8,48.3,472,103.7,12220,0.658,9.69,208.4,289.9,1.4,25,<350,0.89,0.059,5.8,37,10000,0.17,<0.092,0.012,1.8,0.019,0.33,0.41,0.18,1.6,0.31,3.6,1.4,6.5,1.1,12,2.7,260,0.059,0.53,8.6,9.4,0.9,14,350,0.68,0.069,6,0.0039,0.16,0.0037,0.092,0.0069,0.0088,0.0058,0.04,0.069,0.013,0.055,0.008,0.043,0.0075,0.028,0.0083,0.048,0.0078,0.052,0.012,0.041,0.013,0.0095
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_322_QVC19CN060_3_4,Zrc,QVC19CN060_3_4,190913_322_QVC19CN060_3_4_Zrc,Core,60-2,30,10,3.5,LODE_zrc,62,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.062,0.007,0.00872,0.00025,0.32868,0.0516,0.0055,60.7,6.6,55.9,1.6,160,210,12.7,153000,298,<280,3.97,0.138,<4.8,1356,483600,1.75,0.18,0.0262,28.8,0.217,3.77,7.66,2.46,34.2,9.97,116.4,41,201.3,42.4,410,90.1,11850,0.484,8.68,216,250.8,9.3,19,<280,0.54,0.036,<4.8,54,7900,0.15,0.14,0.0065,2.1,0.023,0.42,0.62,0.17,2,0.54,6.3,1.9,7.7,1.5,13,2.9,260,0.037,0.28,16,9.1,0.77,13,280,0.58,0.064,4.8,0.0058,0.075,0.0055,0.063,0.0028,0.0089,0.0051,0.079,0.04,0.023,0.032,0.0078,0.035,0.0065,0.034,0.0075,0.041,0.0067,0.03,0.0082,0.032,0.01,0.0069
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_413_QVC19CN060_6_3,Zrc,QVC19CN060_6_3,190913_413_QVC19CN060_6_3_Zrc,Core,60-17,30,10,3.5,LODE_zrc,38,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.0596,0.006,0.00829,0.00025,0.26118,0.0521,0.0051,58.6,5.7,53.2,1.6,220,200,<0.81,153000,318,<330,4.01,0.153,<5.9,1702,463000,4.95,<0.074,<0.0047,53.9,0.083,2.06,5.35,1.52,31.8,10.39,134.5,50.8,257.9,54.6,530,116,11700,1.119,13.13,352,385.9,<0.81,15,<330,0.63,0.052,<5.9,33,7100,0.17,<0.074,<0.0047,1.2,0.012,0.33,0.31,0.15,1.1,0.3,3,1.3,6.4,1.3,12,2.9,220,0.069,0.44,13,7.7,0.81,14,330,0.66,0.066,5.9,0.0079,0.037,0.0066,0.074,0.0047,0.0022,0.0041,0.072,0.057,0.012,0.044,0.0056,0.038,0.0076,0.046,0.008,0.059,0.0091,0.035,0.0072,0.039,0.015,0.0071
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_336_QVC19CN060_3_11,Zrc,QVC19CN060_3_11,190913_336_QVC19CN060_3_11_Zrc,Core,60-5,30,10,3.5,LODE_zrc,22,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.057,0.018,0.00825,0.0004,-0.17134,0.054,0.017,56,17,53,2.6,40,560,1.74,153000,215,<340,4.02,0.158,<6.4,1010,496000,1.174,<0.066,0.0049,18.6,0.136,2.63,4.75,1.57,23.1,6.88,83,30.3,149.7,31.7,306.4,68.9,11460,0.368,4.24,84.9,137.1,0.57,15,<340,0.95,0.053,<6.4,27,11000,0.085,<0.066,0.0048,0.89,0.025,0.49,0.39,0.2,1.6,0.23,3.6,1.3,5.9,1.1,9.5,2,320,0.059,0.19,3,3.9,0.9,15,340,0.63,0.077,6.4,0.0035,0.058,0.011,0.066,0.0034,0.011,0.0052,0.11,0.068,0.0063,0.071,0.0069,0.034,0.003,0.044,0.0059,0.062,0.0031,0.051,0.0028,0.034,0.019,0.0083
7,QVC19CN-060,Intermineral I,Intermineral,Porphyry,190913,190913_328_QVC19CN060_3_9,Zrc,QVC19CN060_3_9,190913_328_QVC19CN060_3_9_Zrc,Core,60-4,30,10,3.5,LODE_zrc,26,54.877,0.197,1.1,N,0.92,66.96,1.29,85.2,0.066,0.018,0.00791,0.00038,-0.37828,0.064,0.02,64,17,50.8,2.5,280,530,5.79,153000,294,<410,4.03,0.077,<7.2,885,475100,1.52,<0.091,0.0135,19.05,0.041,0.64,2.28,0.743,14.57,4.92,65.1,25.87,135.5,30.57,310.6,71.7,11630,0.467,4.66,70.6,142.8,0.77,13,<410,0.72,0.058,<7.2,11,7600,0.13,<0.091,0.006,0.46,0.015,0.19,0.32,0.084,0.8,0.19,2,0.63,3.3,0.51,6,1.5,240,0.06,0.22,1.8,2.5,1.1,18,410,0.8,0.077,7.2,0.008,0.062,0.0093,0.091,0.0073,0.0079,0.006,0.083,0.065,0.018,0.061,0.011,0.013,0.0068,0.065,0.0067,0.085,0.014,0.049,0.011,0.045,0.02,0.0086
