Filename,Sample,Unit,Type,Analytical Technique,Probe #,Rank,P2O5,Na2O,SiO2,Al2O3,K2O,SO3,MnO,FeO,CaO,Cl,MgO,F ,Total,P apfu,Na apfu,Si apfu,S apfu,Mn apfu,Fe apfu,Ca apfu,Cl apfu,Mg apfu,F apfu,est OH apfu,O=F,O=Cl,Corrected Total,Est OH (wt.%),Net Corrected Total
201029_P23985_AP19_01_Qti,QVC029,Late Porphyry,Groundmass,HE,01.Feb,12,42.67,0.01,0.07,0.01,0,0.02,0.23,0.14,55.03,0.12,0.02,3.85,102.38,5.57,0,0.01,0,0.03,0.02,9.09,0.03,0,1.88,0.09,1.62,0.03,100.73,0.17,100.9
201029_P23985_AP19_01_Qti,QVC029,Late Porphyry,Groundmass,HE,01.Jan,12,42.23,0.11,0.06,0.02,0.01,0.07,0.93,0.33,53.67,0.84,0.06,2.69,101.37,5.64,0.03,0.01,0.01,0.12,0.04,9.08,0.22,0.01,1.34,0.43,1.13,0.19,100.05,0.76,100.81
201029_P23985_AP20_01_Qti,QVC029,Late Porphyry,Groundmass,HE,01.Feb,12,42.73,0.14,0.11,0,0.1,0.08,0.77,0.38,52.95,0.71,0.09,2.45,100.87,5.73,0.04,0.02,0.01,0.1,0.05,8.99,0.19,0.02,1.23,0.58,1.03,0.16,99.68,1.02,100.7
201029_P23985_AP20_01_Qti,QVC029,Late Porphyry,Groundmass,HE,01.Jan,12,42.47,0.12,0.01,0,0,0.07,0.76,0.36,53.68,0.91,0.09,2.82,101.71,5.65,0.04,0,0.01,0.1,0.05,9.03,0.24,0.02,1.4,0.36,1.19,0.21,100.32,0.63,100.95
201029_P23985_AP21_01_Qti,QVC029,Late Porphyry,Groundmass,HE,01.Jan,12,41.71,0.09,0.02,-0.02,0.01,0.08,1.06,0.34,53.84,0.78,0.05,3.05,101.35,5.57,0.03,0,0.01,0.14,0.04,9.1,0.21,0.01,1.52,0.27,1.28,0.18,99.89,0.48,100.37
201029_P23985_AP22_01_Qti,QVC029,Late Porphyry,Groundmass,HE,01.Jan,12,42.03,0.13,0.05,-0.01,0,0.12,1,0.48,53.32,0.87,0.11,2.76,101.29,5.62,0.04,0.01,0.01,0.13,0.06,9.03,0.23,0.03,1.38,0.39,1.16,0.2,99.93,0.68,100.61
201207_ZAp_QVCZRC002_QVC024_01_Qti,QVC024,Intermineral Monzonite,Semi-Inclusion,LE,01.Feb,10,41.54,0.1,1.02,0,0,0.08,0.64,0.31,52.39,0.73,0.07,2.55,99.41,5.62,0.03,0.16,0.01,0.09,0.04,8.96,0.2,0.02,1.29,0.51,1.07,0.16,98.17,0.91,99.08
201207_ZAp_QVCZRC002_QVC024_01_Qti,QVC024,Intermineral Monzonite,Semi-Inclusion,LE,01.Mar,10,41.58,0.07,0.83,-0.07,-0.03,0.06,0.63,0.45,52.05,0.7,0.06,2.51,98.95,5.66,0.02,0.13,0.01,0.09,0.06,8.96,0.19,0.01,1.28,0.53,1.06,0.16,97.74,0.94,98.68
201207_ZAp_QVCZRC002_QVC024_01_Qti,QVC024,Intermineral Monzonite,Semi-Inclusion,LE,01.May,10,42.08,0.14,0.64,-0.03,-0.03,0.14,0.44,0.33,53.15,0.72,0.08,2.56,100.28,5.65,0.04,0.1,0.02,0.06,0.04,9.02,0.19,0.02,1.28,0.52,1.08,0.16,99.04,0.92,99.96
201207_ZAp_QVCZRC002_QVC024_01_Qti,QVC024,Intermineral Monzonite,Semi-Inclusion,LE,01.Apr,10,42.75,0.1,0.62,-0.05,0,0.05,0.56,0.45,52.78,0.84,0.08,2.29,100.52,5.73,0.03,0.1,0.01,0.08,0.06,8.95,0.23,0.02,1.15,0.63,0.96,0.19,99.37,1.11,100.47
201207_ZAp_QVCZRC002_QVC024_01_Qti,QVC024,Intermineral Monzonite,Semi-Inclusion,LE,01.Jul,10,42.57,0.06,0.42,-0.03,0.01,0.08,0.64,0.15,53.36,0.79,0.06,2.56,100.7,5.68,0.02,0.07,0.01,0.09,0.02,9.02,0.21,0.01,1.28,0.51,1.08,0.18,99.44,0.9,100.35
201207_ZAp_QVCZRC002_QVC024_01_Qti,QVC024,Intermineral Monzonite,Semi-Inclusion,LE,01.Jun,10,42.98,0.06,0.34,-0.03,-0.01,0.07,0.54,0.29,53.4,0.81,0.08,2.48,101.05,5.72,0.02,0.05,0.01,0.07,0.04,8.99,0.22,0.02,1.23,0.55,1.04,0.18,99.82,0.97,100.8
201207_ZAp_QVCZRC002_QVC024_02_Qti,QVC024,Intermineral Monzonite,Inclusion,LE,01.Jan,10,41.11,0.03,2.02,-0.01,-0.03,0.16,0.22,0.2,51.62,0.62,0.08,1.8,97.86,5.65,0.01,0.33,0.02,0.03,0.03,8.98,0.17,0.02,0.92,0.9,0.76,0.14,96.96,1.59,98.55
201207_ZAp_QVCZRC002_QVC024_07_Qti,QVC024,Intermineral Monzonite,Inclusion,LE,01.Feb,10,41.94,0.12,0.93,0.04,0,0.18,0.22,0.08,52.4,1.43,0.02,1.36,98.72,5.75,0.04,0.15,0.02,0.03,0.01,9.09,0.39,0,0.7,0.91,0.57,0.32,97.82,1.59,99.41
201207_ZAp_QVCZRC002_QVC024_10_Qti,QVC024,Intermineral Monzonite,Inclusion,LE,01.Jan,10,43.65,0.16,0.35,0.02,0,0.18,0.29,0.07,52.85,0.97,0.06,1.55,100.16,5.88,0.05,0.06,0.02,0.04,0.01,9,0.26,0.01,0.78,0.96,0.65,0.22,99.29,1.68,100.97
201207_ZAp_QVCZRC002_QVC024_11_Qti,QVC024,Intermineral Monzonite,Inclusion,LE,01.Feb,10,41.87,0.08,1.41,0.12,0,0.16,0.54,0.41,51.26,1.08,0.25,2.1,99.27,5.66,0.02,0.23,0.02,0.07,0.05,8.76,0.29,0.06,1.06,0.65,0.88,0.24,98.14,1.14,99.29
201207_ZAp_QVCZRC002_QVC024_11_Qti,QVC024,Intermineral Monzonite,Inclusion,LE,01.Jan,10,42.16,0.13,0.49,-0.02,-0.01,0.27,0.3,0.4,52.54,1.19,0.16,2.1,99.73,5.7,0.04,0.08,0.03,0.04,0.05,8.98,0.32,0.04,1.06,0.62,0.88,0.27,98.58,1.09,99.67
201207_ZAp_QVCZRC002_QVC024_14_Qti,QVC024,Intermineral Monzonite,Inclusion,LE,01.Jan,10,40.76,0.07,2.78,-0.02,-0.01,0.05,0.53,0.33,49.43,0.78,0.07,2.37,97.17,5.58,0.02,0.45,0.01,0.07,0.04,8.57,0.21,0.02,1.21,0.57,1,0.18,96,1.02,97.02
201207_ZAp_QVCZRC002_QVC024_14_Qti,QVC024,Intermineral Monzonite,Inclusion,LE,01.Feb,10,41.54,0.07,1.84,0.01,-0.01,-0.01,0.5,0.27,50.31,0.81,0.07,2.42,97.84,5.66,0.02,0.3,0,0.07,0.04,8.68,0.22,0.02,1.23,0.55,1.02,0.18,96.64,0.97,97.61
201207_ZAp_QVCZRC002_QVC028_10_Qti,QVC028,Quellaveco Granodiorite,Inclusion,LE,01.Jan,5,40.99,0.08,2.59,-0.03,-0.04,0.09,0.33,0.04,49.02,1.5,0.06,1.38,96.08,5.71,0.03,0.43,0.01,0.05,0.01,8.64,0.42,0.01,0.72,0.86,0.58,0.34,95.16,1.52,96.69
201207_ZAp_QVCZRC002_QVC028_5_Qti,QVC028,Quellaveco Granodiorite,Inclusion,LE,01.Jan,5,41.33,0.06,1.98,-0.03,-0.02,0.08,0.75,0.45,50.14,0.85,0.14,2.83,98.62,5.57,0.02,0.32,0.01,0.1,0.06,8.56,0.23,0.03,1.43,0.34,1.19,0.19,97.24,0.62,97.85
201207_ZAp_QVCZRC002_QVC028_6_Qti,QVC028,Quellaveco Granodiorite,Inclusion,LE,01.Jan,5,41.5,0.14,1.2,0,0.02,0.2,0.16,0.45,50.44,1.39,0.04,1.48,97.02,5.76,0.04,0.2,0.02,0.02,0.06,8.86,0.39,0.01,0.77,0.85,0.62,0.31,96.08,1.48,97.57
201207_ZAp_QVCZRC002_QVC028_9_Qti,QVC028,Quellaveco Granodiorite,Inclusion,LE,01.Jan,5,43.06,0.11,0.3,-0.03,0.01,0.08,0.39,0.2,53.12,0.54,0.08,3.24,101.13,5.67,0.03,0.05,0.01,0.05,0.03,8.86,0.14,0.02,1.59,0.26,1.36,0.12,99.64,0.47,100.12
201207_ZAp_QVCZRC002_QVC034_2_Qti,QVC034,Early Porphyry,Inclusion,LE,01.Jan,8,43.1,0.15,0.67,-0.02,-0.01,0.32,0.31,0.19,52.52,1.93,0,1.45,100.63,5.78,0.05,0.11,0.04,0.04,0.03,8.91,0.52,0,0.73,0.76,0.61,0.44,99.58,1.33,100.91
201207_ZAp_QVCZRC002_QVC034_3_Qti,QVC034,Early Porphyry,Inclusion,LE,01.Feb,8,42.85,0.03,1.37,-0.02,-0.02,0.06,0.18,0.1,52.23,0.7,0.02,1.67,99.2,5.8,0.01,0.22,0.01,0.02,0.01,8.95,0.19,0,0.85,0.97,0.7,0.16,98.34,1.69,100.03
201207_ZAp_QVCZRC002_QVC034_3_Qti,QVC034,Early Porphyry,Inclusion,LE,01.Jan,8,42.45,0.05,1.2,0,0.01,0.12,0.34,0.14,52.37,0.72,0,1.66,99.06,5.78,0.02,0.19,0.01,0.05,0.02,9.02,0.2,0,0.84,0.96,0.7,0.16,98.2,1.68,99.88
201207_ZAp_QVCZRC002_QVC034_7_Qti,QVC034,Early Porphyry,Inclusion,LE,01.Feb,8,43.09,0.11,0.45,-0.04,0.02,0.08,0.26,0.1,53.29,1.02,0.01,1.78,100.22,5.81,0.03,0.07,0.01,0.04,0.01,9.09,0.28,0,0.9,0.83,0.75,0.23,99.24,1.45,100.69
201207_ZAp_QVCZRC002_QVC034_7_Qti,QVC034,Early Porphyry,Inclusion,LE,01.Jan,8,43.23,0.1,0.4,-0.03,0.03,0.1,0.14,0.37,53.42,1.1,-0.01,1.68,100.56,5.81,0.03,0.06,0.01,0.02,0.05,9.09,0.3,0,0.84,0.86,0.71,0.25,99.6,1.5,101.11
201207_ZAp_QVCZRC002_QVC060_3_Qti,QVC060,Intermineral Monzonite,Inclusion,LE,01.Feb,9,42.51,0.09,1.87,0.02,0,0.05,0.32,0.3,51.72,0.73,0.04,1.93,99.58,5.72,0.03,0.3,0.01,0.04,0.04,8.81,0.2,0.01,0.97,0.83,0.81,0.16,98.6,1.47,100.07
201207_ZAp_QVCZRC003_QVC055_01_Qti,QVC055,Late Porphyry,Semi-Inclusion,LE,01.Feb,13,40.19,0.13,1.76,0.01,0.03,0.57,0.53,0.24,50.59,0.32,0.09,2.85,97.32,5.5,0.04,0.28,0.07,0.07,0.03,8.77,0.09,0.02,1.46,0.45,1.2,0.07,96.05,0.81,96.86
201207_ZAp_QVCZRC003_QVC055_02_Qti,QVC055,Late Porphyry,Inclusion,LE,01.Apr,13,39.81,0.24,3.4,0,0.02,0.53,0.44,0.19,50.2,1.15,0.07,1.16,97.18,5.52,0.08,0.56,0.07,0.06,0.03,8.82,0.32,0.02,0.6,1.08,0.49,0.26,96.43,1.88,98.31
201207_ZAp_QVCZRC003_QVC061_05_Qti,QVC061,Monzodiorite,Inclusion,LE,01.Jan,11,42.13,0.2,1.28,-0.02,0.01,0.4,0.21,0.2,53.24,1.3,0.05,1.24,100.26,5.7,0.06,0.2,0.05,0.03,0.03,9.12,0.35,0.01,0.63,1.02,0.52,0.29,99.44,1.77,101.22
201207_ZAp_QVCZRC003_QVC061_07_Qti,QVC061,Monzodiorite,Inclusion,LE,01.Jan,11,43.13,0.11,0.51,0,-0.04,0.1,0.3,0.13,53.17,0.93,0.05,1.49,99.91,5.84,0.03,0.08,0.01,0.04,0.02,9.11,0.25,0.01,0.75,0.99,0.63,0.21,99.07,1.73,100.8
201207_ZAp_QVCZRC003_QVC061_3_Qti,QVC061,Monzodiorite,Inclusion,LE,01.Jan,11,43.29,0.14,0.38,-0.04,0.02,0.29,0.47,0.35,54.28,0.91,0.07,2.07,102.27,5.72,0.04,0.06,0.03,0.06,0.05,9.08,0.24,0.02,1.02,0.74,0.87,0.21,101.19,1.29,102.48
201207_ZAp_QVCZRC003_QVC061_4_Qti,QVC061,Monzodiorite,Inclusion,LE,01.Mar,11,42.82,0.17,0.32,0.02,0,0.34,0.44,0.29,54.12,0.94,0.05,1.98,101.5,5.71,0.05,0.05,0.04,0.06,0.04,9.13,0.25,0.01,0.99,0.76,0.83,0.21,100.45,1.33,101.79
201208_ZAp_QVCZRC001_QVC058_1_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Feb,6,40.72,0.13,0.86,-0.01,0.01,0.14,0.35,0.11,52.45,1.76,0.04,1.27,97.84,5.67,0.04,0.14,0.02,0.05,0.02,9.24,0.49,0.01,0.66,0.85,0.53,0.4,96.91,1.47,98.38
201208_ZAp_QVCZRC001_QVC058_1_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jan,6,42.56,0.09,0.17,-0.02,0,0.07,0.15,0.13,54.23,1.02,0.03,1.59,100.05,5.78,0.03,0.03,0.01,0.02,0.02,9.33,0.28,0.01,0.81,0.92,0.67,0.23,99.15,1.59,100.74
201208_ZAp_QVCZRC001_QVC058_10_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Feb,6,41,0.13,1.21,-0.05,0.02,0.11,0.14,0.17,50.92,2.04,0.06,1.29,97.08,5.71,0.04,0.2,0.01,0.02,0.02,8.98,0.57,0.01,0.67,0.76,0.54,0.46,96.08,1.33,97.41
201208_ZAp_QVCZRC001_QVC058_10_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jan,6,42.55,0.13,0.43,-0.03,-0.03,0.18,0.2,0.25,53.04,2.11,0.07,1.38,100.33,5.75,0.04,0.07,0.02,0.03,0.03,9.07,0.57,0.02,0.7,0.73,0.58,0.48,99.27,1.28,100.55
201208_ZAp_QVCZRC001_QVC058_11_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jul,6,42.74,0.13,0.29,-0.06,-0.02,0.18,0.12,0.21,54.06,1.23,0.04,1.53,100.52,5.78,0.04,0.05,0.02,0.02,0.03,9.24,0.33,0.01,0.77,0.9,0.64,0.28,99.6,1.56,101.15
201208_ZAp_QVCZRC001_QVC058_11_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jun,6,42.69,0.1,0.2,-0.02,0,0.08,0.35,0.16,54.13,1.25,0.05,1.4,100.4,5.79,0.03,0.03,0.01,0.05,0.02,9.29,0.34,0.01,0.71,0.95,0.59,0.28,99.53,1.65,101.18
201208_ZAp_QVCZRC001_QVC058_11_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.May,6,43,0.1,0.18,-0.01,0,0.2,0.22,0.13,54.2,1.25,0.03,1.44,100.75,5.8,0.03,0.03,0.02,0.03,0.02,9.25,0.34,0.01,0.73,0.94,0.61,0.28,99.86,1.63,101.49
201208_ZAp_QVCZRC001_QVC058_11_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Apr,6,43.07,0.11,0.17,-0.03,0.01,0.08,0.1,0.07,54.73,1.25,0.04,1.45,101.09,5.8,0.03,0.03,0.01,0.01,0.01,9.32,0.34,0.01,0.73,0.93,0.61,0.28,100.2,1.62,101.82
201208_ZAp_QVCZRC001_QVC058_12_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Apr,6,43.46,0.09,0.29,-0.02,-0.03,0.11,0.21,0.29,53.15,2.09,0.05,1.61,101.36,5.79,0.03,0.05,0.01,0.03,0.04,8.96,0.56,0.01,0.8,0.64,0.68,0.47,100.21,1.13,101.34
201208_ZAp_QVCZRC001_QVC058_12_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jan,6,43.11,0.05,0.12,0,0.02,0.02,0.32,0.15,54.53,0.44,0.08,3.43,102.27,5.63,0.01,0.02,0,0.04,0.02,9.01,0.11,0.02,1.67,0.21,1.44,0.1,100.73,0.38,101.11
201208_ZAp_QVCZRC001_QVC058_13_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jan,6,42.93,0.08,0.38,-0.01,0,0.25,0.18,0.15,53.35,1.54,0.01,1.58,100.45,5.78,0.02,0.06,0.03,0.02,0.02,9.08,0.41,0,0.79,0.79,0.67,0.35,99.44,1.38,100.82
201208_ZAp_QVCZRC001_QVC058_13_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jun,6,42.84,0.1,0.33,-0.02,-0.03,0.14,0.23,0.13,53.87,1.78,0.02,1.21,100.65,5.79,0.03,0.05,0.02,0.03,0.02,9.22,0.48,0,0.61,0.91,0.51,0.4,99.74,1.57,101.31
201208_ZAp_QVCZRC001_QVC058_13_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.May,6,43.18,0.1,0.32,0.02,0,0.13,0.23,0.19,53.15,1.69,0.03,1.18,100.22,5.84,0.03,0.05,0.02,0.03,0.03,9.1,0.46,0.01,0.6,0.95,0.5,0.38,99.34,1.64,100.99
201208_ZAp_QVCZRC001_QVC058_13_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Apr,6,43.17,0.1,0.28,-0.03,0,0.13,0.14,0.16,53.77,1.72,0.05,1.34,100.86,5.81,0.03,0.04,0.02,0.02,0.02,9.15,0.46,0.01,0.67,0.86,0.56,0.39,99.91,1.5,101.41
201208_ZAp_QVCZRC001_QVC058_13_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Mar,6,42.82,0.13,0.21,-0.06,0.02,0.14,0.27,0.15,53.61,1.75,0.04,1.29,100.42,5.8,0.04,0.03,0.02,0.04,0.02,9.19,0.47,0.01,0.65,0.87,0.54,0.39,99.48,1.52,101
201208_ZAp_QVCZRC001_QVC058_13_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Feb,6,42.34,0.17,0.17,-0.01,0.02,0.2,0.29,0.03,53.57,1.82,0.03,1.32,99.97,5.76,0.05,0.03,0.02,0.04,0,9.23,0.5,0.01,0.67,0.83,0.56,0.41,99,1.45,100.45
201208_ZAp_QVCZRC001_QVC058_5_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jan,6,43.22,0.16,0.23,0,-0.01,0.15,0.16,0.16,53.42,1.87,0.06,1.56,100.99,5.79,0.05,0.04,0.02,0.02,0.02,9.05,0.5,0.01,0.78,0.72,0.66,0.42,99.91,1.26,101.17
201208_ZAp_QVCZRC001_QVC058_7_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Feb,6,42.89,0.16,0.21,-0.05,-0.01,0.24,0.73,0.76,52.43,1.57,0.24,2.01,101.24,5.72,0.05,0.03,0.03,0.1,0.1,8.85,0.42,0.06,1,0.58,0.85,0.35,100.04,1.02,101.06
201208_ZAp_QVCZRC001_QVC058_8_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Jan,6,40.14,0.21,2.01,1.11,0.11,0.27,0.29,0.33,52.14,0.79,0.11,1.36,98.87,5.52,0.07,0.33,0.03,0.04,0.04,9.07,0.22,0.03,0.7,1.08,0.57,0.18,98.12,1.88,100
201208_ZAp_QVCZRC001_QVC058_8_Qti,QVC058,Quellaveco Granodiorite,Inclusion,LE,01.Mar,6,40.11,0.33,1.02,0.02,-0.05,0.69,0.13,0.34,50.99,2.11,0.05,1.49,97.28,5.58,0.11,0.17,0.09,0.02,0.05,8.97,0.59,0.01,0.77,0.64,0.63,0.48,96.18,1.12,97.3
201208_ZAp_QVCZRC001_QVC083_11_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,42.82,0.08,0.46,-0.01,0.01,0.09,0.08,0.26,53.35,1.23,0.11,2.37,100.87,5.7,0.02,0.07,0.01,0.01,0.03,8.99,0.33,0.03,1.18,0.49,1,0.28,99.59,0.87,100.47
201208_ZAp_QVCZRC001_QVC083_5_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Mar,3,41.77,0.07,1.6,-0.03,0.06,0.13,0.21,0.12,52.21,1.19,0.05,2.35,99.78,5.61,0.02,0.25,0.02,0.03,0.02,8.87,0.32,0.01,1.18,0.5,0.99,0.27,98.52,0.89,99.41
201208_ZAp_QVCZRC001_QVC083_5_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,41.68,0.12,1.48,-0.06,-0.01,0.17,0.12,0.31,52.42,1.15,0.05,2.41,99.9,5.59,0.04,0.23,0.02,0.02,0.04,8.9,0.31,0.01,1.21,0.48,1.01,0.26,98.63,0.86,99.48
201208_ZAp_QVCZRC001_QVC083_6_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,42.64,0.2,0.42,-0.02,0.02,0.2,0.11,0,53.72,1.95,-0.01,2.12,101.37,5.66,0.06,0.07,0.02,0.01,0,9.03,0.52,0,1.05,0.43,0.89,0.44,100.04,0.76,100.8
201208_ZAp_QVCZRC001_QVC083_6_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,42.18,0.26,0.32,-0.03,-0.02,0.36,0.16,0.2,53.13,2.07,0.01,2.07,100.76,5.64,0.08,0.05,0.04,0.02,0.03,9,0.55,0,1.03,0.41,0.87,0.47,99.42,0.73,100.15
201208_ZAp_QVCZRC001_QVC083_7_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,42.28,0.07,1.12,0,0,0.07,0.14,0.35,52.49,1.38,0.1,2.4,100.4,5.64,0.02,0.18,0.01,0.02,0.05,8.86,0.37,0.02,1.2,0.44,1.01,0.31,99.08,0.77,99.85
201208_ZAp_QVCZRC001_QVC083_7_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,42.67,0.08,0.78,-0.03,-0.02,0.06,0.22,0.26,52.91,1.37,0.12,2.4,100.87,5.67,0.02,0.12,0.01,0.03,0.03,8.9,0.36,0.03,1.19,0.44,1.01,0.31,99.55,0.79,100.34
201208_ZAp_QVCZRC001_QVC083_8_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Jan,3,40.25,0.21,2.17,0,0.01,0.21,0.06,0.19,51.8,1.5,0.07,2.28,98.74,5.47,0.07,0.35,0.03,0.01,0.03,8.91,0.41,0.02,1.16,0.43,0.96,0.34,97.44,0.77,98.21
201209_ZAp_QVC029_1_Qti,QVC029,Late Porphyry,Inclusion,LE,01.Jan,12,41.62,0.1,3.2,-0.01,0.03,0.21,0.21,-0.01,50.88,0.8,0.05,1.49,98.58,5.65,0.03,0.51,0.03,0.03,0,8.74,0.22,0.01,0.76,1.03,0.63,0.18,97.77,1.81,99.58
201209_ZAp_QVC029_1_Qti,QVC029,Late Porphyry,Inclusion,LE,01.Feb,12,40.55,0.16,3.17,-0.02,-0.05,0.32,0.04,0.14,50.28,0.88,0.02,1.47,97.01,5.6,0.05,0.52,0.04,0.01,0.02,8.79,0.24,0,0.76,1,0.62,0.2,96.19,1.75,97.95
201209_ZAp_QVC029_2_Qti,QVC029,Late Porphyry,Inclusion,LE,01.Apr,12,40.35,0.05,2.16,0.02,0,0.09,0.18,0.22,52.13,0.51,0.05,1.75,97.52,5.59,0.02,0.35,0.01,0.02,0.03,9.15,0.14,0.01,0.91,0.95,0.74,0.12,96.67,1.66,98.33
201209_ZAp_QVC029_2_Qti,QVC029,Late Porphyry,Inclusion,LE,01.Mar,12,40.67,0.06,1.72,-0.05,-0.02,0.07,0.21,0,51.57,0.89,0.06,1.45,96.7,5.69,0.02,0.28,0.01,0.03,0,9.13,0.25,0.01,0.76,0.99,0.61,0.2,95.89,1.73,97.62
201209_ZAp_QVC029_2_Qti,QVC029,Late Porphyry,Inclusion,LE,01.Feb,12,40.88,0.14,1.43,-0.02,0.04,0.25,0.31,0.02,52.57,0.89,0.05,1.4,98,5.67,0.04,0.23,0.03,0.04,0,9.22,0.25,0.01,0.72,1.03,0.59,0.2,97.21,1.78,98.99
201209_ZAp_QVC029_2_Qti,QVC029,Late Porphyry,Inclusion,LE,01.Jan,12,40.65,0.13,1.05,-0.01,0.06,0.21,0.08,0.09,52.47,0.91,0.07,1.46,97.18,5.68,0.04,0.17,0.03,0.01,0.01,9.28,0.25,0.02,0.76,0.98,0.61,0.21,96.36,1.7,98.06
201209_ZAp_QVC040_2_Qti,QVC040,Dacite Dyke,Inclusion,LE,01.Mar,14,41.31,0.17,2.05,0.01,-0.02,0.36,0.22,0.05,51.47,1.24,0.04,1.21,98.12,5.68,0.05,0.33,0.04,0.03,0.01,8.96,0.34,0.01,0.62,1.04,0.51,0.28,97.33,1.81,99.14
201209_ZAp_QVC040_2_Qti,QVC040,Dacite Dyke,Inclusion,LE,01.Feb,14,42.11,0.2,1.46,-0.03,0,0.53,0.24,0.16,52.56,1.23,0.07,1.27,99.83,5.7,0.06,0.23,0.06,0.03,0.02,9.01,0.33,0.02,0.64,1.02,0.53,0.28,99.02,1.78,100.8
201209_ZAp_QVC040_2_Qti,QVC040,Dacite Dyke,Inclusion,LE,01.Jan,14,42.01,0.36,0.88,0.01,0.03,0.95,0.23,0.26,51.76,1.36,0.06,1.26,99.17,5.72,0.11,0.14,0.11,0.03,0.03,8.92,0.37,0.01,0.64,0.99,0.53,0.31,98.33,1.72,100.06
210517_QVCZMI05_082_ZAp_01_Qti,QVC082,Toquepala Granodiorite,Semi-Inclusion,LE,01.Mar,4,43.68,0.02,0.14,-0.02,-0.02,0.04,-0.12,0.08,54.99,0.81,0,3.02,102.78,5.69,0.01,0.02,0,-0.02,0.01,9.06,0.21,0,1.47,0.32,1.27,0.18,101.33,0.57,101.9
210517_QVCZMI05_082_ZAp_04_Qti,QVC082,Toquepala Granodiorite,Inclusion,LE,01.Mar,4,44.03,0.05,0.23,-0.01,0.03,0.01,0.07,0.04,54.3,0.85,-0.02,2.89,102.5,5.73,0.01,0.04,0,0.01,0.01,8.95,0.22,0,1.41,0.37,1.22,0.19,101.09,0.67,101.76
210517_QVCZMI05_082_ZAp_05_Qti,QVC082,Toquepala Granodiorite,Inclusion,LE,01.Feb,4,43.42,0.02,0.22,0.01,0.02,-0.01,0,-0.05,54.67,0.92,0.05,2.87,102.2,5.69,0.01,0.03,0,0,-0.01,9.06,0.24,0.01,1.4,0.35,1.21,0.21,100.78,0.63,101.42
210517_QVCZMI05_082_ZAp_05_Qti,QVC082,Toquepala Granodiorite,Inclusion,LE,01.Jan,4,44.01,0.05,0.21,-0.03,0.07,0.01,0.07,0.13,53.8,0.89,0.04,2.87,102.15,5.75,0.01,0.03,0,0.01,0.02,8.89,0.23,0.01,1.4,0.37,1.21,0.2,100.74,0.66,101.4
210517_QVCZMI05_082_ZAp_05_Qti,QVC082,Toquepala Granodiorite,Semi-Inclusion,LE,01.Mar,4,44,0.02,0.13,0.01,-0.04,0.02,-0.07,-0.04,54.87,0.71,0.01,3.02,102.79,5.72,0.01,0.02,0,-0.01,-0.01,9.02,0.18,0,1.47,0.35,1.27,0.16,101.36,0.62,101.98
210517_QVCZMI05_083_ZAp_01_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Mar,3,43.57,0.29,0.63,0.02,-0.02,0.07,0.15,0.31,52.85,1.95,0.06,1.96,101.87,5.74,0.09,0.1,0.01,0.02,0.04,8.82,0.51,0.01,0.97,0.52,0.83,0.44,100.6,0.92,101.52
210517_QVCZMI05_083_ZAp_01_Qti,QVC083,Toquepala Granodiorite,Inclusion,LE,01.Feb,3,43.36,0.35,0.49,-0.01,0.04,0.21,0.2,0.18,52.19,1.88,0.1,1.86,100.85,5.77,0.11,0.08,0.02,0.03,0.02,8.79,0.5,0.02,0.92,0.57,0.78,0.42,99.64,1.02,100.66
