Filename,Sample,Unit,Type,Analytical Technique,Probe #,Rank,P2O5,Na2O,SiO2,Al2O3,K2O,SO3,MnO,FeO,CaO,Cl,MgO,F ,Total,P apfu,Na apfu,Si apfu,S apfu,Mn apfu,Fe apfu,Ca apfu,Cl apfu,Mg apfu,F apfu,est OH apfu,O=F,O=Cl,Corrected Total,Est OH (wt.%),Net Corrected Total
201026_P23982_AP01_Transect_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,38.25,0.09,2.38,0.9,0.06,0.01,0.11,0.19,51.66,1.89,0.01,1.45,98.84,5.37,0.03,0.39,0,0.02,0.03,9.17,0.53,0,0.76,0.71,0.61,0.43,97.8,1.23,99.04
201026_P23982_AP01_Transect_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Apr,2,38.67,0.07,1.1,0.13,0.02,0.01,0.13,1.03,52.24,2.13,0.05,1.31,98.84,5.49,0.02,0.18,0,0.02,0.14,9.38,0.61,0.01,0.69,0.7,0.55,0.48,97.81,1.21,99.01
201026_P23982_AP01_Transect_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jul,2,39.71,0.13,0.69,-0.04,0.01,0.01,0.15,0.21,52.79,3,0.01,0.99,99.72,5.58,0.04,0.11,0,0.02,0.03,9.39,0.84,0,0.52,0.64,0.42,0.68,98.63,1.1,99.73
201026_P23982_AP01_Transect_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Mar,2,39.75,0.09,0.68,-0.02,0,0.01,0.15,0.12,53.18,2.16,0,1.32,99.43,5.59,0.03,0.11,0,0.02,0.02,9.46,0.61,0,0.69,0.7,0.56,0.49,98.39,1.21,99.6
201026_P23982_AP01_Transect_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,39.5,0.1,0.65,-0.02,0.01,0,0.14,0.16,53.12,2.38,0.01,1.27,99.1,5.57,0.03,0.11,0,0.02,0.02,9.47,0.67,0,0.67,0.66,0.53,0.54,98.03,1.14,99.17
201026_P23982_AP01_Transect_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jun,2,39.81,0.09,0.56,-0.03,0,0.01,0.17,0.16,53.01,2.88,0,1.01,99.49,5.6,0.03,0.09,0,0.02,0.02,9.43,0.81,0,0.53,0.66,0.43,0.65,98.41,1.14,99.55
201026_P23982_AP01_Transect_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.May,2,39.81,0.16,0.56,-0.03,0.01,0.01,0.17,0.19,53.09,2.57,0.01,1.15,99.47,5.59,0.05,0.09,0,0.02,0.03,9.44,0.72,0,0.6,0.67,0.48,0.58,98.41,1.16,99.57
201026_P23982_AP02_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,40.35,0.1,0.51,-0.01,0,0,0.06,0.17,53.88,1.08,0.02,2.24,99.93,5.57,0.03,0.08,0,0.01,0.02,9.41,0.3,0,1.15,0.55,0.94,0.24,98.74,0.96,99.7
201026_P23982_AP02_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,40.85,0.1,0.4,-0.02,0.01,-0.01,0.06,0.14,53.96,1.18,0.03,2.3,100.48,5.59,0.03,0.06,0,0.01,0.02,9.35,0.32,0.01,1.18,0.5,0.97,0.27,99.25,0.88,100.12
201026_P23982_AP03_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,40.55,0.06,0.42,-0.03,-0.01,-0.01,0.11,0.12,53.7,1.84,0.01,1.46,99.66,5.64,0.02,0.07,0,0.02,0.02,9.46,0.51,0,0.76,0.73,0.61,0.42,98.63,1.26,99.89
201026_P23982_AP04_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,41.11,0.09,0.25,0.08,0.01,0.02,0.13,0.18,54.03,2.57,0.01,1.34,100.72,5.63,0.03,0.04,0,0.02,0.02,9.36,0.7,0,0.69,0.61,0.56,0.58,99.58,1.06,100.63
201026_P23982_AP04_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,41.01,0.14,0.2,-0.02,0.01,-0.01,0.14,0.34,53.89,2.96,0.01,1.25,100.87,5.62,0.04,0.03,0,0.02,0.05,9.35,0.81,0,0.64,0.55,0.53,0.67,99.68,0.95,100.63
201026_P23982_AP05_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,41.13,0.1,0.4,-0.02,0,0.08,0.06,0.16,53.99,1.22,0.02,1.71,100.34,5.67,0.03,0.07,0.01,0.01,0.02,9.41,0.34,0,0.88,0.78,0.72,0.28,99.34,1.36,100.7
201026_P23982_AP06_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,40.81,0.08,0.24,-0.01,0.01,0,0.13,0.15,53.73,3.2,-0.01,1.05,100.6,5.63,0.03,0.04,0,0.02,0.02,9.38,0.88,0,0.54,0.58,0.44,0.72,99.44,1,100.43
201026_P23982_AP07_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,39.71,0.11,0.34,-0.04,0,0.02,0.12,0.41,53.68,2.37,-0.02,1.67,99.57,5.53,0.04,0.06,0,0.02,0.06,9.46,0.66,0,0.87,0.47,0.7,0.53,98.33,0.82,99.15
201026_P23982_AP07_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,39.74,0.09,0.33,-0.04,0,0.02,0.11,0.24,53.54,2.48,-0.01,1.33,99.2,5.57,0.03,0.05,0,0.02,0.03,9.5,0.7,0,0.7,0.61,0.56,0.56,98.08,1.05,99.13
201026_P23982_AP09_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,39.44,0.12,0.64,-0.03,0.01,0.02,0.14,0.14,53.21,2.41,0.01,1.26,99.17,5.56,0.04,0.11,0,0.02,0.02,9.49,0.68,0,0.66,0.66,0.53,0.54,98.1,1.13,99.23
201026_P23982_AP11_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Apr,2,41.24,0.09,0.22,-0.02,0.01,0.02,0.15,0.35,53.93,2.74,0.01,1.31,101.04,5.64,0.03,0.04,0,0.02,0.05,9.33,0.75,0,0.67,0.58,0.55,0.62,99.87,1.01,100.88
201026_P23982_AP11_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,41.56,0.11,0.2,-0.02,0,0,0.16,0.33,53.91,2.72,0.01,1.33,101.24,5.66,0.03,0.03,0,0.02,0.04,9.29,0.74,0,0.68,0.58,0.56,0.61,100.07,1.01,101.08
201026_P23982_AP11_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Mar,2,40.91,0.1,0.2,0,0,0.03,0.14,0.36,53.92,2.58,0.01,1.44,100.7,5.61,0.03,0.03,0,0.02,0.05,9.36,0.71,0,0.74,0.55,0.61,0.58,99.51,0.96,100.47
201026_P23982_AP11_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,41.23,0.09,0.2,-0.02,0,0,0.12,0.32,53.97,2.61,0.01,1.39,100.96,5.64,0.03,0.03,0,0.02,0.04,9.34,0.71,0,0.71,0.58,0.59,0.59,99.79,1,100.78
201026_P23982_AP12_and_AP13_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,39.44,0.11,0.96,-0.01,0,0.01,0.16,0.26,52.11,2.81,-0.01,1.11,99.46,5.57,0.04,0.16,0,0.02,0.04,9.31,0.79,0,0.59,0.62,0.47,0.63,98.36,1.08,99.43
201026_P23982_AP12_and_AP13_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Feb,2,41.27,0.09,0.28,-0.01,0,0,0.14,0.32,53.71,2.97,0,1.15,100.94,5.65,0.03,0.05,0,0.02,0.04,9.31,0.81,0,0.59,0.6,0.48,0.67,99.79,1.04,100.82
201026_P23982_AP15_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,40.63,0.04,0.27,-0.02,0,0,0.15,0.25,53.78,3.01,0,1.21,100.55,5.61,0.01,0.04,0,0.02,0.03,9.39,0.83,0,0.62,0.55,0.51,0.68,99.36,0.94,100.31
201026_P23982_AP16_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,39.43,0.12,0.87,-0.02,0,0.01,0.15,0.21,52.93,3.01,0.01,1.01,100.02,5.54,0.04,0.14,0,0.02,0.03,9.41,0.85,0,0.53,0.62,0.43,0.68,98.92,1.08,99.99
201026_P23982_AP17_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,39.52,0.1,0.89,0.04,0,0,0.18,0.87,52.45,3.03,0.03,1.06,100.3,5.53,0.03,0.15,0,0.03,0.12,9.29,0.85,0.01,0.55,0.6,0.45,0.68,99.17,1.03,100.2
201026_P23982_AP19_01_Qti,QVC075,Yarabamba Monzonite,Groundmass,HE,01.Jan,2,39.14,0.1,0.75,-0.01,0.01,0.01,0.11,0.48,52.71,2.87,0,1.21,99.57,5.52,0.03,0.12,0,0.02,0.07,9.41,0.81,0,0.64,0.55,0.51,0.65,98.41,0.96,99.37
201026_P23988_AP01_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Feb,3,41.41,0.02,0.43,0.1,0.01,0.02,0.06,0.05,54.86,0.73,0.02,3.03,101.29,5.53,0.01,0.07,0,0.01,0.01,9.27,0.2,0,1.51,0.29,1.28,0.16,99.85,0.52,100.37
201026_P23988_AP02_and_AP11_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.39,-0.03,0.48,0.13,0.01,0.05,0.05,0.05,55.13,0.72,0.01,2.83,101.38,5.54,-0.01,0.08,0.01,0.01,0.01,9.33,0.19,0,1.41,0.39,1.19,0.16,100.03,0.69,100.72
201026_P23988_AP02_and_AP11_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Apr,3,41.75,0.05,0.2,0.04,0.01,0.02,0.04,0.04,54.93,0.77,0,2.74,101.25,5.6,0.02,0.03,0,0.01,0.01,9.32,0.21,0,1.37,0.42,1.15,0.17,99.92,0.74,100.66
201026_P23988_AP02_and_AP11_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Mar,3,41.44,-0.01,0.07,0.1,0,0.04,0.02,0.02,55.2,0.88,0,2.89,101.1,5.55,0,0.01,0,0,0,9.36,0.24,0,1.45,0.32,1.22,0.2,99.68,0.56,100.24
201026_P23988_AP02_and_AP11_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Feb,3,41.85,0.02,0.07,-0.01,0,0.02,0.05,0.03,55.79,0.63,0,2.94,101.7,5.57,0.01,0.01,0,0.01,0,9.4,0.17,0,1.46,0.37,1.24,0.14,100.32,0.65,100.97
201026_P23988_AP04_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Feb,3,41.67,0.04,0.07,0.01,-0.01,0.01,0.03,0.02,55.35,0.7,-0.02,3.26,101.61,5.54,0.01,0.01,0,0,0,9.31,0.19,0,1.62,0.19,1.37,0.16,100.08,0.35,100.43
201026_P23988_AP04_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.6,0.03,0.04,-0.03,0,0,0.06,0.12,55.63,0.58,-0.01,3.39,101.81,5.52,0.01,0.01,0,0.01,0.02,9.34,0.15,0,1.68,0.17,1.43,0.13,100.25,0.3,100.55
201026_P23988_AP05_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.41,0.01,0.41,0.11,0.01,0,0.04,0.26,55.11,0.45,0.03,3.13,101.23,5.52,0,0.06,0,0.01,0.03,9.3,0.12,0.01,1.56,0.32,1.32,0.1,99.81,0.57,100.38
201026_P23988_AP05_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Feb,3,41.97,-0.02,0.04,0.01,0.01,0.01,0.05,0.01,55.66,0.46,0,3.15,101.71,5.57,-0.01,0.01,0,0.01,0,9.36,0.12,0,1.56,0.31,1.33,0.1,100.28,0.56,100.84
201026_P23988_AP06_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Feb,3,40.95,0,0.34,0.1,0.01,0.01,0.03,0.19,55.19,0.59,0.01,3.12,100.95,5.49,0,0.05,0,0,0.03,9.37,0.16,0,1.56,0.28,1.31,0.13,99.5,0.49,99.99
201026_P23988_AP06_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.24,-0.02,0.06,-0.02,-0.01,0.02,0.03,0.12,55.41,0.57,-0.02,3.29,101.24,5.52,-0.01,0.01,0,0,0.02,9.38,0.15,0,1.64,0.2,1.39,0.13,99.73,0.36,100.09
201026_P23988_AP07_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,40.8,0.03,0.17,-0.01,-0.01,0.14,0,0,55.34,0.33,-0.02,2.94,100.44,5.53,0.01,0.03,0.02,0,0,9.49,0.09,0,1.49,0.42,1.24,0.07,99.13,0.74,99.87
201026_P23988_AP09_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,40.96,-0.02,0.4,0.09,0.01,0.01,0.04,0.2,54.98,1.24,0.01,3.02,101.55,5.47,-0.01,0.06,0,0.01,0.03,9.29,0.33,0,1.51,0.16,1.27,0.28,100,0.29,100.28
201026_P23988_AP10_AP11_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Feb,3,41.55,0,0.11,0.02,0,0.02,0.02,0.12,55.82,0.36,-0.01,3.27,101.77,5.53,0,0.02,0,0,0.02,9.4,0.1,0,1.62,0.28,1.38,0.08,100.31,0.49,100.81
201026_P23988_AP10_AP11_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.29,0.02,0.03,-0.02,0,0.02,0.08,0.13,55.25,1.5,-0.01,2.39,101.21,5.57,0.01,0,0,0.01,0.02,9.43,0.4,0,1.2,0.39,1.01,0.34,99.87,0.69,100.55
201026_P23988_AP114_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.14,0.01,0.43,0.11,0.02,0.01,0.03,0.48,55.17,1.03,0.02,2.84,101.79,5.49,0,0.07,0,0,0.06,9.33,0.28,0,1.42,0.31,1.2,0.23,100.36,0.54,100.9
201026_P23988_AP12_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.88,-0.04,0.08,-0.02,0,0.02,0.06,0.02,55.57,1.06,-0.02,2.48,101.62,5.61,-0.01,0.01,0,0.01,0,9.42,0.28,0,1.24,0.47,1.04,0.24,100.34,0.83,101.17
201026_P23988_AP13_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,40.97,0.01,0.01,-0.02,0.01,0.07,0,0.02,56.22,0.12,-0.02,4.16,102.63,5.4,0,0,0.01,0,0,9.39,0.03,0,2.05,-0.08,1.75,0.03,100.85,-0.15,100.71
201026_P23988_AP15_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,40.96,-0.01,0.1,-0.02,0,0,0.06,0.44,55.41,0.53,-0.02,2.97,101.1,5.53,0,0.02,0,0.01,0.06,9.46,0.14,0,1.5,0.36,1.25,0.12,99.73,0.63,100.36
201026_P23988_AP16_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.86,-0.03,0.1,0.01,0,0.03,0.03,0.12,55.38,0.87,-0.01,2.41,101.2,5.63,-0.01,0.02,0,0,0.02,9.42,0.23,0,1.21,0.56,1.01,0.2,99.99,0.97,100.96
201026_P23988_AP16_REF01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,42,0.01,0.08,0.02,0,0.02,0.02,0.07,56.13,0.22,-0.01,2.93,101.82,5.59,0,0.01,0,0,0.01,9.46,0.06,0,1.46,0.48,1.23,0.05,100.54,0.85,101.39
201026_P23988_AP16_REF02_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,42.4,0.01,0.04,-0.01,0,-0.01,0.02,0.04,55.85,0.23,0,3.11,102.01,5.61,0,0.01,0,0,0.01,9.36,0.06,0,1.54,0.4,1.31,0.05,100.65,0.71,101.36
201026_P23988_AP16_REF03_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.96,0,0.05,-0.02,0.01,0.01,0.03,0.08,55.73,0.43,-0.02,3.17,101.86,5.57,0,0.01,0,0,0.01,9.36,0.11,0,1.57,0.31,1.33,0.1,100.43,0.56,100.98
201026_P23988_AP16_REF04_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,42.12,-0.01,0.23,0.12,0,-0.01,0.01,0.07,55.89,0.34,0,2.95,102.01,5.58,0,0.04,0,0,0.01,9.38,0.09,0,1.46,0.45,1.24,0.08,100.69,0.79,101.48
201026_P23988_AP16_REF05_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,42.16,0,0.05,0,0,0.01,0.01,0.03,55.6,0.4,-0.02,3.25,101.92,5.58,0,0.01,0,0,0,9.31,0.11,0,1.61,0.29,1.37,0.09,100.46,0.51,100.97
201026_P23988_AP17_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,40.7,-0.04,1.35,0.32,0.06,0.01,0.02,0.77,53.63,0.63,0.04,2.99,100.94,5.45,-0.01,0.21,0,0,0.1,9.08,0.17,0.01,1.49,0.34,1.26,0.14,99.54,0.6,100.13
201026_P23988_AP18_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,41.29,0.02,0.17,-0.01,0,0.12,0.03,0.01,55.23,0.59,0,2.93,101.04,5.55,0.01,0.03,0.01,0,0,9.39,0.16,0,1.47,0.37,1.23,0.13,99.67,0.65,100.33
201026_P23988_AP18_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Feb,3,41.67,0,0.09,0.01,0,0.02,0.01,0.04,55.53,0.48,-0.01,2.83,101.04,5.59,0,0.01,0,0,0.01,9.43,0.13,0,1.42,0.45,1.19,0.11,99.74,0.8,100.54
201026_P23988_AP20_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,42.32,-0.05,0.07,0.02,0,0.01,0.02,0.16,55.74,0.21,0,3.4,102.22,5.57,-0.02,0.01,0,0,0.02,9.29,0.06,0,1.67,0.27,1.43,0.05,100.74,0.48,101.22
201026_P23988_APcutoff_01_Qti,QVC083,Toquepala Granodiorite,Groundmass,HE,01.Jan,3,40.87,0,0.11,-0.01,0,0,0.04,0.13,55.29,1.61,-0.01,2.24,101.02,5.55,0,0.02,0,0.01,0.02,9.5,0.44,0,1.14,0.43,0.94,0.36,99.71,0.74,100.46
201027_P23983_AP01_Transect_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jun,10,42.4,0.07,0.05,0.01,0,0.05,0.53,0.44,54.74,0.49,0.07,2.65,101.81,5.65,0.02,0.01,0.01,0.07,0.06,9.23,0.13,0.02,1.32,0.55,1.12,0.11,100.58,0.97,101.55
201027_P23983_AP01_Transect_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Apr,10,42.49,0.06,0.04,-0.01,0,0.03,0.47,0.27,54.68,0.47,0.04,2.71,101.48,5.66,0.02,0.01,0,0.06,0.04,9.23,0.13,0.01,1.35,0.52,1.14,0.11,100.23,0.92,101.16
201027_P23983_AP01_Transect_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.97,0.08,0.04,0.01,-0.01,0.03,0.46,0.3,54.73,0.42,0.06,2.73,101.11,5.63,0.02,0.01,0,0.06,0.04,9.29,0.11,0.01,1.37,0.52,1.15,0.09,99.87,0.91,100.78
201027_P23983_AP01_Transect_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Feb,10,42.17,0.03,0.03,-0.01,0,0.02,0.48,0.27,54.93,0.48,0.06,2.69,101.53,5.64,0.01,0,0,0.06,0.04,9.3,0.13,0.01,1.34,0.53,1.13,0.11,100.29,0.93,101.22
201027_P23983_AP01_Transect_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.May,10,42.11,0.04,0.02,-0.02,0.01,0.04,0.48,0.27,54.98,0.53,0.06,2.75,101.54,5.62,0.01,0,0,0.06,0.04,9.29,0.14,0.01,1.37,0.49,1.16,0.12,100.26,0.85,101.12
201027_P23983_AP01_Transect_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Mar,10,42.18,0.04,0.01,-0.03,0,0.01,0.46,0.27,55,0.5,0.05,2.7,101.57,5.64,0.01,0,0,0.06,0.04,9.31,0.13,0.01,1.35,0.52,1.14,0.11,100.32,0.91,101.23
201027_P23983_AP06_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Feb,10,41.29,0.14,0.03,-0.04,0.07,0.06,0.53,0.37,53.8,0.67,0.08,2.75,100.11,5.6,0.04,0,0.01,0.07,0.05,9.23,0.18,0.02,1.39,0.42,1.16,0.15,98.8,0.75,99.55
201027_P23983_AP06_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.74,0.04,0.03,-0.01,0.01,0.05,0.49,0.32,54.55,0.62,0.09,2.88,101.08,5.59,0.01,0,0.01,0.07,0.04,9.25,0.17,0.02,1.44,0.39,1.21,0.14,99.73,0.69,100.42
201027_P23983_AP09_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.52,0.1,0.07,0,0.03,0.06,0.61,0.43,53.93,0.83,0.13,2.34,100.41,5.64,0.03,0.01,0.01,0.08,0.06,9.26,0.23,0.03,1.19,0.59,0.99,0.19,99.24,1.03,100.26
201027_P23983_AP10_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,42.1,0.07,0.03,-0.02,0.01,0.03,0.56,0.27,54.66,0.56,0.05,3.09,101.78,5.59,0.02,0,0,0.07,0.04,9.19,0.15,0.01,1.53,0.32,1.3,0.13,100.35,0.56,100.91
201027_P23983_AP11_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Feb,10,41.64,0.08,0.06,-0.02,-0.01,0.04,0.6,0.35,54.22,0.72,0.05,2.76,100.84,5.6,0.02,0.01,0,0.08,0.05,9.23,0.19,0.01,1.39,0.42,1.16,0.16,99.52,0.74,100.25
201027_P23983_AP11_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.84,0.04,0.04,-0.01,0,0.02,0.6,0.3,54.29,0.65,0.06,3.06,101.15,5.59,0.01,0.01,0,0.08,0.04,9.17,0.17,0.01,1.53,0.3,1.29,0.15,99.71,0.53,100.25
201027_P23983_AP12_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,42.33,0.07,0.03,-0.01,0,0.04,0.49,0.27,54.81,0.54,0.05,2.69,101.6,5.65,0.02,0,0,0.07,0.04,9.25,0.14,0.01,1.34,0.52,1.13,0.12,100.35,0.91,101.25
201027_P23983_AP13_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Mar,10,42.1,0.06,0.11,-0.01,0.07,0.06,0.68,0.4,53.91,0.89,0.1,2.52,101.24,5.65,0.02,0.02,0.01,0.09,0.05,9.15,0.24,0.02,1.26,0.5,1.06,0.2,99.98,0.88,100.85
201027_P23983_AP13_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Feb,10,41.61,0.06,0.08,-0.02,0.05,0.06,0.68,0.41,54.22,0.92,0.1,2.59,101.05,5.6,0.02,0.01,0.01,0.09,0.05,9.23,0.25,0.02,1.3,0.45,1.09,0.21,99.75,0.79,100.54
201027_P23983_AP13_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.86,0.08,0.06,-0.01,0.01,0.07,0.69,0.57,54.25,0.91,0.09,2.58,101.54,5.61,0.02,0.01,0.01,0.09,0.08,9.2,0.24,0.02,1.29,0.46,1.09,0.21,100.25,0.81,101.06
201027_P23983_AP14_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.68,0.09,0.07,-0.01,0.04,0.05,0.55,0.32,54.18,0.65,0.08,2.85,100.86,5.6,0.03,0.01,0.01,0.07,0.04,9.21,0.17,0.02,1.43,0.4,1.2,0.15,99.51,0.7,100.21
201027_P23983_AP14_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Feb,10,42.14,0.08,0.06,-0.01,0.03,0.06,0.54,0.44,54.2,0.73,0.09,2.38,101.13,5.67,0.02,0.01,0.01,0.07,0.06,9.23,0.2,0.02,1.2,0.61,1,0.16,99.96,1.06,101.03
201027_P23983_AP15_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,42.42,0.06,0.03,-0.02,0.01,0.02,0.62,0.36,54.49,0.51,0.07,2.73,101.67,5.66,0.02,0,0,0.08,0.05,9.2,0.14,0.02,1.36,0.5,1.15,0.12,100.41,0.89,101.29
201027_P23983_AP16_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,42.04,0.06,0.04,-0.02,0,0.05,0.51,0.23,54.63,0.47,0.06,2.82,101.15,5.63,0.02,0.01,0.01,0.07,0.03,9.25,0.13,0.01,1.41,0.46,1.19,0.11,99.86,0.82,100.67
201027_P23983_AP19_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,42.18,0.07,0.04,-0.02,0.01,0.05,0.64,0.26,54.42,0.65,0.07,2.82,101.43,5.63,0.02,0.01,0.01,0.09,0.03,9.19,0.17,0.02,1.4,0.42,1.19,0.15,100.1,0.74,100.84
201027_P23983_AP20_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,42.05,0.12,0.02,0,0,0.03,0.64,0.6,54.3,0.61,0.07,3,101.85,5.59,0.04,0,0,0.09,0.08,9.14,0.16,0.02,1.49,0.35,1.26,0.14,100.45,0.61,101.06
201027_P23983_AP21_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.93,0.09,0.08,0,0,0.09,0.55,0.37,54.37,0.53,0.06,3.25,101.72,5.56,0.03,0.01,0.01,0.07,0.05,9.13,0.14,0.01,1.61,0.25,1.37,0.12,100.23,0.44,100.67
201027_P23983_AP22_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.96,0.01,0.07,0,0.03,0.03,0.51,0.43,54.18,0.68,0.08,2.67,101.03,5.64,0,0.01,0,0.07,0.06,9.21,0.18,0.02,1.34,0.48,1.12,0.15,99.75,0.84,100.59
201027_P23983_AP23_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.77,0.09,0.04,0.03,-0.01,0.03,0.54,0.49,54.51,0.45,0.05,2.94,101.18,5.59,0.03,0.01,0,0.07,0.06,9.24,0.12,0.01,1.47,0.41,1.24,0.1,99.84,0.72,100.56
201027_P23983_AP24_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Feb,10,42.03,0.03,0.03,-0.01,0.01,0.06,0.49,0.42,54.58,0.42,0.06,2.75,101.11,5.63,0.01,0,0.01,0.07,0.06,9.26,0.11,0.01,1.38,0.51,1.16,0.09,99.86,0.9,100.75
201027_P23983_AP24_01_Qti,QVC024,Intermineral Monzonite,Groundmass,HE,01.Jan,10,41.85,0.07,0.01,-0.02,0,0.09,0.49,0.35,55.11,0.38,0.05,2.88,101.56,5.59,0.02,0,0.01,0.07,0.05,9.32,0.1,0.01,1.44,0.46,1.21,0.09,100.26,0.81,101.07
