Author,Deposit ,MT Cu,Vein Type,Inclusion Type ,Original Inclusion Type,Sample No.,Ag ,As ,Au ,B ,Ba ,Bi ,Ca ,Ce,Cl,Co,Cs,Cu,Fe ,K ,La,Li ,Mg ,Mn ,Mo ,Na ,Nb,Ni,Pb ,Rb ,Sb,Sn ,Sr ,Ta,Tl ,U,V,W ,Y,Zn 
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a V ,,8.0,0.2,,,,,,,,,4163,86415.0,72433.0,,,,11702.0,299.0,94804.0,,,,,,2.0,,,, ,,40.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a V ,,32.0,0.9,,,,,,,,,9643,80279.0,58746.0,,,,11347.0,49.0,105040.0,,,,,,9.0,,,, ,,70.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a V ,,15.0,0.4,,,,,,,,,715,138176.0,123603.0,,,,23963.0,6.0,38229.0,,,,,,7.0,,,, ,,39.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,,9.0,0.3,,,,,,,,,7449,80778.0,81526.0,,,,14201.0,368.0,106721.0,,,,,,4.0,,,, ,,85.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,,23.0,0.6,,,,,,,,,2059,68422.0,65502.0,,,,11271.0,33.0,91242.0,,,,,,7.0,,,, ,,25.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,,21.0,0.1,,,,,,,,,205,90478.0,78601.0,,,,17108.0,26.0,103107.0,,,,,,2.0,,,, ,,80.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,,30.0,0.3,,,,,,,,,3103,68034.0,67165.0,,,,10314.0,205.0,95587.0,,,,,,4.0,,,, ,,31.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,,34.0,0.7,,,,,,,,,4875,74393.0,82241.0,,,,10576.0,6.0,91668.0,,,,,,12.0,,,, ,,33.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,,40.0,0.7,,,,,,,,,4162,68190.0,64192.0,,,,9281.0,236.0,95674.0,,,,,,11.0,,,, ,,27.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,,101.0,0.5,,,,,,,,,2580,121833.0,103628.0,,,,19594.0,586.0,79268.0,,,,,,6.0,,,, ,,61.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,,17.0,0.4,,,,,,,,,753,55436.0,65545.0,,,,8970.0,91.0,86564.0,,,,,,7.0,,,, ,,7.0,,
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,13.0,29.0,,210.0,66.0,5.0,7366.0,,,,93.0,1041,67624.0,81091.0,,4.0,220.0,10834.0,3.0,106041.0,,,908.0,391.0,,10.0,63.0,,8.0, ,,33.0,,2595.0
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,31.0,17.0,,50.0,57.0,3.0,9831.0,,,,64.0,10505,68677.0,90880.0,,5.0,494.0,11705.0,192.0,96190.0,,,1147.0,412.0,,7.0,68.0,,6.0, ,,41.0,,2682.0
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,28.0,17.0,,50.0,60.0,2.0,11135.0,,,,55.0,14663,68596.0,75729.0,,4.0,355.0,9768.0,216.0,100415.0,,,927.0,334.0,,6.0,65.0,,4.0, ,,27.0,,2502.0
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,20.0,34.0,,130.0,140.0,3.0,13487.0,,,,28.0,6814,76690.0,71789.0,,7.0,263.0,8057.0,306.0,101309.0,,,618.0,247.0,,13.0,146.0,,3.0, ,,19.0,,1835.0
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,28.0,56.0,,159.0,84.0,4.0,7892.0,,,,25.0,3364,51734.0,76032.0,,23.0,45.0,9010.0,128.0,114938.0,,,880.0,202.0,,16.0,70.0,,4.0, ,,8.0,,2311.0
Klemm,Andacollo ,1.6,,BHO,BHO (B),AND-P10.1a II ,35.0,33.0,,148.0,133.0,4.0,11553.0,,,,24.0,3800,53797.0,69126.0,,43.0,179.0,8988.0,59.0,114226.0,,,748.0,218.0,,13.0,89.0,,4.0, ,,5.0,,2296.0
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a IV ,,23.0,0.5,,,,,,,,,4508,11989.0,11489.0,,,,2277.0,10.0,20522.0,,,,,,4.0,,,, ,,16.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a IV ,,110.0,2.6,,,,,,,,,3692,4167.0,4809.0,,,,429.0,19.0,17070.0,,,,,,39.0,,,, ,,12.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a IV ,,36.0,1.0,,,,,,,,,17516,17610.0,3562.0,,,,416.0,59.0,5199.0,,,,,,12.0,,,, ,,25.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a IV ,,191.0,4.7,,,,,,,,,1426,3025.0,3194.0,,,,334.0,47.0,16868.0,,,,,,91.0,,,, ,,24.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a IV ,,96.0,2.3,,,,,,,,,493,58368.0,36273.0,,,,4969.0,12.0,87405.0,,,,,,34.0,,,, ,,11.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.3 II ,,65.0,1.7,,,,,,,,,3936,10720.0,7816.0,,,,1798.0,26.0,18042.0,,,,,,24.0,,,, ,,19.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.3 II ,,352.0,11.3,,,,,,,,,5259,13487.0,6217.0,,,,271.0,61.0,6411.0,,,,,,170.0,,,, ,,36.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.3 II ,,13.0,0.4,,,,,,,,,302,5505.0,2092.0,,,,623.0,7.0,7760.0,,,,,,7.0,,,, ,,3.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1b ,,39.0,1.4,,,,,,,,,6943,7662.0,7681.0,,,,945.0,12.0,15759.0,,,,,,16.0,,,, ,,23.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1b ,,30.0,0.7,,,,,,,,,6799,6228.0,6813.0,,,,953.0,11.0,15049.0,,,,,,9.0,,,, ,,3.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1b ,,33.0,0.9,,,,,,,,,5390,12931.0,11999.0,,,,2348.0,13.0,31038.0,,,,,,11.0,,,, ,,23.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1b ,,25.0,0.8,,,,,,,,,4800,13343.0,12455.0,,,,1895.0,29.0,28733.0,,,,,,8.0,,,, ,,3.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1b ,,190.0,6.0,,,,,,,,,8339,6199.0,7063.0,,,,979.0,31.0,15457.0,,,,,,89.0,,,, ,,3.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a I ,,118.0,3.0,,,,,,,,,5520,5366.0,7917.0,,,,650.0,34.0,11559.0,,,,,,44.0,,,, ,,42.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a I ,,132.0,2.0,,,,,,,,,4530,6620.0,7387.0,,,,1091.0,15.0,11410.0,,,,,,31.0,,,, ,,9.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a I ,,91.0,2.3,,,,,,,,,6950,1374.0,13138.0,,,,255.0,21.0,5418.0,,,,,,40.0,,,, ,,11.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a I ,,162.0,3.7,,,,,,,,,10706,3124.0,5907.0,,,,348.0,44.0,4485.0,,,,,,48.0,,,, ,,17.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a I ,,250.0,6.8,,,,,,,,,1914,6930.0,4700.0,,,,927.0,96.0,9665.0,,,,,,103.0,,,, ,,22.0,,
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a II ,1.0,8.0, ,26.0,12.0,1.0,1282.0,,,,3.0,649,5670.0,6307.0,,3.0,170.0,855.0,23.0,10184.0,,,61.0,27.0,,4.0,6.0,,0.0, ,,3.0,,194.0
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a II ,3.0,17.0, ,,18.0,1.0,3106.0,,,,2.0,1209,6715.0,6589.0,,5.0,54.0,885.0,11.0,9365.0,,,68.0,29.0,,7.0,4.0,,1.0, ,,4.0,,180.0
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a II ,4.0,31.0, ,68.0,10.0,1.0,4163.0,,,,2.0,1459,5971.0,4441.0,,6.0,39.0,878.0,21.0,10402.0,,,66.0,22.0,,11.0,6.0,,2.0, ,,4.0,,183.0
Klemm,Andacollo ,1.6,,AV,VH (V),AND-P10.1a II ,10.0,78.0, ,350.0,13.0,6.0,16553.0,,,,2.0,2294,3659.0,4071.0,,14.0,256.0,506.0,14.0,8047.0,,,47.0,13.0,,40.0,5.0,,8.0, ,,15.0,,135.0
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip B ",16.0,46.0,,,11.0,7.0,,,,,,1714,2499.0,6510.0,,,,,21.0,19930.0,,,,16.0,,130.0,9.0,,,,,9.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip B ",93.0,295.0,,1395.0,130.0,54.0,,,,,,7962,,,,,1373.0,838.0,203.0,19812.0,,,228.0,,,140 1 ,,,,,,103.0,,883.0
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip B ",314.0,1445.0,,4519.0,314.0,14 1 ,,,,,37.0,11498,,,,,4642.0,1800.0,580.0,22906.0,,,,,,385 8 ,,,,,,249.0,,293 0 
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip B ",82.0,527.0,,1543.0,225.0,69.0,,,,,,3501,,,,,1372.0,996.0,264.0,19636.0,,,,188.0,,163 0 ,50.0,,,,,114.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip B ",19.0,70.0,,,26.0,10.0,,,,,4.0,1605,8840.0,7870.0,,,196.0,,,21969.0,,,,66.0,,,30.0,,,,,15.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip B ",,65.0,,191.0,16.0,4.0,,,,,3.0,4298,5689.0,4931.0,,,149.0,,,18965.0,,,,59.0,,169.0,9.0,,,,,12.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip B ",14.0,94.0,,312.0,,9.0,,,,,6.0,3575,4304.0,3201.0,,,217.0,,51.0,20179.0,,,,51.0,,301.0,22.0,,,,,22.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip B ",8.0,24.0,,106.0,,5.0,,,,,3.0,1869,6769.0,4688.0,,,123.0,,13.0,18569.0,,,,35.0,,89.0,16.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,123.0,,658.0,,,,,,,,3266,4922.0,4630.0,,,,,,17864.0,,,,42.0,,,10.0,,,,,12.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,26.0,,154.0,,,,,,,7.0,4877,10097.0,3889.0,,,,,,15105.0,,,,38.0,,,24.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,19.0,,113.0,,,,,,,8.0,1140,13767.0,12888.0,,,,,,10436.0,,,,347.0,,,111.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,223.0,,1631.0,64.0,,,,,,,4118,4785.0,5029.0,,,,,43.0,17321.0,,,,53.0,,,64.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,59.0,,373.0,,,,,,,5.0,1975,10569.0,5192.0,,,41.0,,,15085.0,,,,62.0,,,60.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,257.0,,1564.0,71.0,,,,,,,4803,3826.0,5977.0,,,485.0,,47.0,17204.0,,,,42.0,,,24.0,,,,,32.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,96.0,,668.0,51.0,,,,,,6.0,4215,9269.0,4700.0,,,557.0,,,15470.0,,,,53.0,,,50.0,,,,,,,356.0
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,54.0,,256.0,21.0,,,,,,5.0,1737,5740.0,5573.0,,,227.0,,,17872.0,,,,48.0,,,17.0,,,,,,,181.0
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,,,98.0,4.0,,,,,,1.0,2372,2140.0,349.0,,,,,,21397.0,,,,2.0,,,167.0,,,,,2.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,30.0,,,,,,,,,5.0,2916,4758.0,4718.0,,,78.0,,,18140.0,,,,58.0,,,23.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,115.0,,746.0,28.0,,,,,,7.0,6989,6823.0,2547.0,,,358.0,,31.0,16435.0,,,,39.0,,,23.0,,,,,23.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,42.0,,222.0,,,,,,,3.0,4249,5737.0,5166.0,,,100.0,,,16941.0,,,,50.0,,,26.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,323.0,,2225.0,,,,,,,,4510,4984.0,5566.0,,,,320.0,,17265.0,,,,,,,34.0,,,,,,,720.0
Landtwing,Bingham ,28,,AID,ID,"A57-5889.5, chip A ",,137.0,,915.0,28.0,,,,,,7.0,2624,2348.0,6196.0,,,400.0,,,19018.0,,,,59.0,,,12.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,221.0,,1727.0,81.0,,,,,,12.0,2277,4601.0,4433.0,,,614.0,,,18201.0,,,,78.0,,,36.0,,,,,,,611.0
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,531.0,,3516.0,164.0,,,,,,,4686,7919.0,,,,1355.0,,,16784.0,,,240.0,,,,,,,,,94.0,,1410.0
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,140.0,,1050.0,43.0,,,,,,,4099,4045.0,5804.0,,,344.0,,,17645.0,,,,46.0,,,30.0,,,,,17.0,,421.0
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,25.0,,190.0,9.0,,,,,,3.0,3345,4572.0,6457.0,,,51.0,,,17365.0,,,,53.0,,,16.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,97.0,,,30.0,,,,,,7.0,4525,2512.0,5560.0,,,302.0,,,18151.0,,,,62.0,,,9.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,120.0,,836.0,39.0,,,,,,,3519,5504.0,4052.0,,,373.0,,26.0,17850.0,,,,33.0,,,17.0,,,,,,,325.0
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,159.0,,1010.0,48.0,,,,,,,4083,4743.0,3719.0,,,338.0,,,17946.0,,,,53.0,,,20.0,,,,,,,
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,54.0,,372.0,20.0,,,,,,,2625,2664.0,4958.0,,,,,13.0,19136.0,,,,45.0,,,10.0,,,,,15.0,,
Landtwing,Bingham ,28,,AID,ID,"A57-5910, chip E1 ",,505.0,,3642.0,159.0,,,,,,,4331,7624.0,4878.0,,,923.0,,127.0,16117.0,,,,75.0,,,,,,,,67.0,,1499.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,36.0,13.0,,760.0,94.0,12.0,7100.0,7.2,,,22.0,26000,57000.0,81000.0,,480.0,670.0,3400.0,45.0,123000.0,,,2400.0,400.0,26.0,93.0,97.0,,,2.9,22.0,41.0,2.9,2900.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,,49.0,,210.0,320.0,,,,,,31.0,22000,84000.0,97000.0,,,1100.0,6400.0,270.0,102000.0,,,3800.0,570.0,,,180.0,,,,,400.0,,4100.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,,42.0,,700.0,420.0,,,,,,37.0,15000,70000.0,86000.0,,,560.0,4200.0,94.0,108000.0,,,3800.0,540.0,,,190.0,,,,,450.0,,2800.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,28.0,17.0,,730.0,170.0,14.0,9600.0,7.3,,,26.0,15000,66000.0,78000.0,,480.0,470.0,2500.0,60.0,132000.0,,,3100.0,420.0,8.8,92.0,120.0,,,5.8,22.0,60.0,4.8,2700.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,,270.0,,3900.0,59.0,,,,,,40.0,6200,63000.0,73000.0,,,1190.0,5600.0,130.0,112000.0,,,3600.0,430.0,,,77.0,,,,,65.0,,4400.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,,140.0,,1400.0,220.0,,,,,,21.0,3500,61000.0,82000.0,,,510.0,6400.0,1060.0,113000.0,,,2900.0,390.0,,,380.0,,,,,47.0,,3500.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,,55.0,,330.0,87.0,,,,,,16.0,3200,60000.0,81000.0,,,170.0,4300.0,400.0,125000.0,,,3300.0,380.0,,,120.0,,,,,59.0,,3300.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,,63.0,,800.0,190.0,,,,,,45.0,2500,66000.0,85000.0,,,170.0,4200.0,70.0,110000.0,,,3700.0,560.0,,,140.0,,,,,140.0,,4500.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,,84.0,,430.0,200.0,,,,,,38.0,2100,55000.0,109000.0,,,360.0,5700.0,140.0,113000.0,,,3300.0,570.0,,,170.0,,,,,27.0,,3800.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,18.0,16.0,,32.0,170.0,9.6,7500.0,9.9,,,31.0,1300,64000.0,78000.0,,37.0,180.0,4100.0,620.0,107000.0,,,4100.0,470.0,1.5,5.4,210.0,,,3.4,2.5,62.0,2.1,4000.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,24.0,26.0,,160.0,61.0,9.6,3800.0,4.6,,,27.0,700,38000.0,84000.0,,90.0,390.0,3000.0,33.0,123000.0,,,2100.0,460.0,16.0,41.0,84.0,,,1.4,6.9,72.0,1.5,2100.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,22.0,65.0,,740.0,54.0,7.1,19000.0,3.6,,,26.0,600,41000.0,80000.0,,520.0,520.0,3200.0,38.0,116000.0,,,1800.0,380.0,24.0,1500.0,71.0,,,3.2,19.0,73.0,4.8,2100.0
Landtwing,Bingham,28,,BM,BM (B1),Q1,,90.0,,550.0,140.0,,,,,,33.0,400,59000.0,83000.0,,,500.0,5200.0,44.0,102000.0,,,2900.0,480.0,,,110.0,,,,,66.0,,3700.0
Landtwing,Bingham,28,,BM,BM (B2),Q2,,28.0,,350.0,140.0,,,,,,29.0,8100,57000.0,88000.0,,,290.0,4200.0,150.0,116000.0,,,3800.0,480.0,,,200.0,,,,,120.0,,2500.0
Landtwing,Bingham,28,,BM,BM (B2),Q2,,39.0,,740.0,140.0,,,,,,31.0,7100,61000.0,75000.0,,,240.0,3800.0,49.0,106000.0,,,3200.0,450.0,,,140.0,,,,,92.0,,3100.0
Landtwing,Bingham,28,,BM,BM (B2),Q2,,300.0,,3500.0,168.0,,,,,,29.0,6520,59000.0,58000.0,,,480.0,4200.0,90.0,98000.0,,,3600.0,660.0,,,114.0,,,,,109.0,,3100.0
Landtwing,Bingham,28,,BM,BM (B2),Q2,,390.0,,4300.0,220.0,,,,,,61.0,4500,56000.0,60000.0,,,890.0,5300.0,110.0,105000.0,,,2500.0,590.0,,,120.0,,,,,89.0,,3300.0
Landtwing,Bingham,28,,BM,BM (B2),Q2,,11.0,,2700.0,130.0,,,,,,18.0,3000,39000.0,47000.0,,,530.0,3600.0,63.0,115000.0,,,2000.0,310.0,,,89.0,,,,,96.0,,2200.0
Landtwing,Bingham,28,,BM,BM (B2),Q2,,71.0,,560.0,110.0,,,,,,28.0,2000,75000.0,71000.0,,,520.0,5000.0,21.0,96000.0,,,3200.0,410.0,,,140.0,,,,,39.0,,3500.0
Landtwing,Bingham,28,,BM,BM (B2),Q2,,52.0,,400.0,130.0,,,,,,27.0,1450,38000.0,77000.0,,,410.0,3600.0,44.0,112000.0,,,2600.0,380.0,,,86.0,,,,,86.0,,2100.0
Landtwing,Bingham,28,,AV,VL (V1),Q1,,180.0,,,62.0,,,,,,,34000,8000.0,7800.0,,,,380.0,190.0,,,,980.0,120.0,,,35.0,,,,,55.0,,150.0
Landtwing,Bingham,28,,AV,VL (V1),Q1,,,,,,,,,,,10.0,22000,4000.0,18000.0,,,,180.0,,,,,,240.0,,,45.0,,,,,,,
Landtwing,Bingham,28,,AV,VL (V1),Q1,,60.0,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,
Landtwing,Bingham,28,,AV,VL (V1),Q1,,,,,,3.0,,,,,,5000,7000.0,4400.0,,,,190.0,,,,,210.0,,,,,,,,,16.0,,350.0
Landtwing,Bingham,28,,AV,VL (V1),Q1,,,,,19.0,,,,,,,4500,7000.0,4600.0,,,100.0,400.0,,,,,250.0,,,,,,,,,10.0,,270.0
Landtwing,Bingham,28,,AV,VL (V1),Q1,12.0,,,,,,,,,,,3700,4000.0,4800.0,,,,260.0,,,,,320.0,,,,,,,,,,,460.0
Landtwing,Bingham,28,,AV,VL (V1),Q1,4.0,20.0,,100.0,,0.9,,,,,,2000,4000.0,5100.0,,,,240.0,22.0,,,,160.0,,,,,,,,,5.0,,200.0
Landtwing,Bingham,28,,AV,VL (V1),Q1,,,,,,,,,,,,2000,4000.0,3500.0,,,,800.0,,,,,70.0,90.0,,,31.0,,,,,,,720.0
Landtwing,Bingham,28,,AV,VL (V1),Q1,,,,,,20.0,,,,,,80,,5200.0,,,,,,,,,,,,,,,,,,,,120.0
Landtwing,Bingham,28,,AV,VL (V2),Q2,,,,,,,,,,,40.0,4300,,5000.0,,,,,,,,,330.0,,,,,,,,,,,
Landtwing,Bingham,28,,AV,VL (V2),Q2,,,,,17.0,,,,,,4.0,1400,6000.0,7000.0,,,100.0,410.0,,,,,210.0,50.0,,,,,,,,8.0,,290.0
Landtwing,Bingham,28,,AV,VL (V2),Q2,,,,,8.0,,,,,,1.0,600,5000.0,8200.0,,,50.0,230.0,,,,,2900.0,30.0,,,,,,,,91.0,,280.0
Landtwing,Bingham,28,,AV,VL (V2),Q2,,,,,1100.0,,,,,,,400,180000.0,4500.0,,,,,,,,,13800.0,,,,,,,,,1800.0,,
Landtwing,Bingham,28,,AV,VL (V2),Q2,,,,,20.0,,,,,,8.0,300,7000.0,9000.0,,,,790.0,,,,,360.0,80.0,,,14.0,,,,,8.0,,770.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,5.0,25.0,,220.0,9.0,,3200.0,,,,5.0,4400,3400.0,2400.0,,68.0,,110.0,12.0,6300.0,,,32.0,12.0,5.0,60.0,3.0,,,,,4.0,,130.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,28.0,88.0,,1900.0,33.0,,21000.0,,,,6.0,2100,2100.0,5200.0,,460.0,,140.0,88.0,7800.0,,,21.0,33.0,53.0,440.0,15.0,,,,,47.0,,120.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,8.0,36.0,,460.0,10.0,,7200.0,,,,4.0,3800,3100.0,4100.0,,130.0,,41.0,19.0,6100.0,,,12.0,24.0,14.0,130.0,3.0,,,,,7.0,,64.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,5.0,8.0,,94.0,3.0,,1500.0,,,,3.0,3400,720.0,2700.0,,31.0,,37.0,5.0,7800.0,,,20.0,14.0,3.0,24.0,7.0,,,,,5.0,,170.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,3.0,24.0,,170.0,10.0,,3100.0,,,,4.0,5600,3100.0,2500.0,,53.0,,35.0,6.0,5900.0,,,8.0,10.0,4.0,61.0,2.0,,,,,6.0,,100.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,4.0,26.0,,250.0,7.0,,2900.0,,,,3.0,5600,1600.0,2800.0,,68.0,,53.0,7.0,6500.0,,,24.0,15.0,7.0,73.0,5.0,,,,,12.0,,150.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,3.0,15.0,,320.0,5.0,,2500.0,,,,3.0,3800,3200.0,2000.0,,66.0,,26.0,7.0,5200.0,,,10.0,11.0,5.0,38.0,3.0,,,,,3.0,,140.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,6.0,36.0,,470.0,8.0,,4200.0,,,,2.0,10100,2500.0,2400.0,,130.0,,65.0,6.0,6300.0,,,35.0,17.0,9.0,54.0,4.0,,,,,5.0,,140.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,8.0,110.0,,1300.0,18.0,,9400.0,,,,6.0,13400,680.0,1900.0,,270.0,,59.0,24.0,4000.0,,,19.0,17.0,31.0,190.0,4.0,,,,,9.0,,81.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,9.0,47.0,,740.0,9.0,,6800.0,,,,2.0,6600,600.0,2200.0,,160.0,,36.0,14.0,5100.0,,,19.0,16.0,17.0,100.0,9.0,,,,,7.0,,120.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,3.0,21.0,,240.0,3.0,,2600.0,,,,14.0,1100,740.0,2600.0,,61.0,,13.0,7.0,8900.0,,,3.0,17.0,7.0,35.0,10.0,,,,,2.0,,28.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,6.0,45.0,,750.0,15.0,,6600.0,,,,6.0,6000,1000.0,3000.0,,150.0,,28.0,15.0,6500.0,,,9.0,20.0,16.0,90.0,2.0,,,,,6.0,,100.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,9.0,71.0,,830.0,17.0,,8400.0,,,,9.0,1800,1400.0,2700.0,,180.0,,40.0,10.0,8200.0,,,19.0,15.0,17.0,93.0,32.0,,,,,8.0,,160.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,32.0,190.0,,2800.0,61.0,,28000.0,,,,16.0,2200,3200.0,4200.0,,730.0,,150.0,63.0,6700.0,,,35.0,19.0,58.0,370.0,37.0,,,,,32.0,,220.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,33.0,95.0,,1700.0,24.0,,15000.0,,,,4.0,1500,1400.0,3100.0,,440.0,,80.0,31.0,8100.0,,,21.0,19.0,34.0,240.0,31.0,,,,,11.0,,170.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,6.0,29.0,,450.0,8.0,,3800.0,,,,9.0,1200,930.0,2600.0,,93.0,,47.0,8.0,8600.0,,,14.0,17.0,9.0,52.0,15.0,,,,,5.0,,150.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,3.0,23.0,,300.0,5.0,,3300.0,,,,2.0,5000,1600.0,2300.0,,79.0,,30.0,8.0,6900.0,,,22.0,15.0,8.0,46.0,2.0,,,,,5.0,,160.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,6.0,33.0,,480.0,14.0,,6300.0,,,,4.0,3600,3400.0,2500.0,,140.0,,56.0,12.0,6600.0,,,17.0,14.0,14.0,77.0,5.0,,,,,4.0,,160.0
Rusk,Butte,35,,AL,ID (B35),11172-2756,11.0,80.0,,1100.0,19.0,,9300.0,,,,3.0,2300,1600.0,2900.0,,280.0,,66.0,36.0,7800.0,,,22.0,13.0,22.0,110.0,12.0,,,,,7.0,,110.0
